"country","Year","station","yield","log_yield","latitude","longitude","precipitation","DATE","avg_precipitation","anthesis_rainfall","tassling_avg_rainfall","avg_temp"
"Zimbabwe",2021,"Harare",10.92096,2.39068387854063,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.910848,2.3897575236805,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.8989956302521,2.38867064097601,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7481115966387,2.37473007371373,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.7448165826331,2.37442345992859,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.6873295238095,2.36905888314708,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5915428571429,2.3600558390056,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5702034285714,2.35803904554098,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",10.5309135238095,2.3543150767808,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
