"country","Year","station","yield","log_yield","latitude","longitude","precipitation","DATE","avg_precipitation","anthesis_rainfall","tassling_avg_rainfall","avg_temp"
"Zimbabwe",2021,"Chisumbanje",4.06869333333333,1.40332189958641,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.06869333333333,1.40332189958641,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.06869333333333,1.40332189958641,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.06869333333333,1.40332189958641,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,907,2021-01-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,1076,2021-02-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,333,2021-03-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,111,2021-04-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,6,2021-10-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,764,2021-11-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",4.04138666666667,1.39658786740507,-18.93,29.83,859,2021-12-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03587226890756,1.39522245404892,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.03490957983193,1.39498389250724,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",4.00443159663866,1.3874016470122,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.96968515406162,1.37868678527248,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.94287327731092,1.37190971573103,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.8666756302521,1.35239512761017,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,524,2021-01-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,2264,2021-02-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,30,2021-03-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,202,2021-04-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,400,2021-10-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,1093,2021-11-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Chisumbanje",3.86528806722689,1.35203621153286,-20.8,32.23,801,2021-12-01,541.166666666667,149,1394,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,907,2021-01-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,1076,2021-02-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,333,2021-03-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,111,2021-04-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,6,2021-10-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,764,2021-11-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Kwekwe",3.32625030812325,1.20184563594358,-18.93,29.83,859,2021-12-01,604.333333333333,442,991.5,27
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.84341512605042,0.611619898060969,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.7472,0.558014506568449,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71987899159664,0.542253934627538,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.71057478991597,0.536829448487821,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.6323943977591,0.49004789263913,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.53051428571429,0.425603813377596,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49727731092437,0.403648332720316,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.49577142857143,0.402642079490868,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44381848739496,0.367291331319541,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.44048403361345,0.364979191561162,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.42214453781513,0.352165970248785,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.40878879551821,0.342730324958556,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.4062431372549,0.340921706784393,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.37626890756303,0.319376147425794,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36658823529412,0.31231729458617,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.36576358543417,0.311713675477732,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.31949355742297,0.277247994359681,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,863,2021-03-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,801,2021-04-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,315,2021-10-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,1740,2021-11-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.26730756302521,0.236894620913538,-17.78,31.32,1240,2021-12-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.24070364145658,0.21567867146406,-17.78,31.32,1358,2021-01-01,1060.16666666667,589,1704,19.4097972972973
"Zimbabwe",2021,"Harare",1.24070364145658,0.21567867146406,-17.78,31.32,2050,2021-02-01,1060.16666666667,589,1704,19.4097972972973
