"Name","date","rain","Tave","Tmax","Tmin","Year"
"Masvingo",2014-01-01,26.9,20.3,23,18.5,2014
"Masvingo",2014-01-02,0.8,21.6,25.8,17.2,2014
"Masvingo",2014-01-03,0,22.2,NA,18,2014
"Masvingo",2014-01-04,NA,22.3,26.4,NA,2014
"Masvingo",2014-01-05,0,21.9,NA,19.2,2014
"Masvingo",2014-01-06,13,24.6,29.2,19.5,2014
"Masvingo",2014-01-07,0,21,NA,18.5,2014
"Masvingo",2014-01-08,0,20.7,NA,15.6,2014
"Masvingo",2014-01-09,0,21.5,NA,18.4,2014
"Masvingo",2014-01-10,1,25.3,NA,16.2,2014
"Masvingo",2014-01-11,0,24.1,30.5,NA,2014
"Masvingo",2014-01-12,NA,24.8,NA,NA,2014
"Masvingo",2014-01-13,0,23.5,29.4,17.6,2014
"Masvingo",2014-01-14,0,21.8,25,19,2014
"Masvingo",2014-01-15,0.3,21.4,NA,18.1,2014
"Masvingo",2014-01-16,0,19.6,28,13.5,2014
"Masvingo",2014-01-17,NA,22.6,27.5,16.9,2014
"Masvingo",2014-01-18,NA,22.4,28.7,12.4,2014
"Masvingo",2014-01-19,NA,23.5,28,18,2014
"Masvingo",2014-01-20,NA,23.1,28.5,NA,2014
"Masvingo",2014-01-21,NA,23.2,28.3,16.7,2014
"Masvingo",2014-01-22,3,21.2,24.3,19,2014
"Masvingo",2014-01-23,10.9,23.2,28.3,18.4,2014
"Masvingo",2014-01-24,0,23.8,29.5,18.7,2014
"Masvingo",2014-01-25,NA,24.9,29.5,18.5,2014
"Masvingo",2014-01-26,7.9,20.8,23.8,NA,2014
"Masvingo",2014-01-27,15,21.9,27.5,19.1,2014
"Masvingo",2014-01-28,0,20.2,NA,NA,2014
"Masvingo",2014-01-29,59.9,23.9,30,18.5,2014
"Masvingo",2014-01-30,0,24,30.5,20.1,2014
"Masvingo",2014-01-31,19.1,22.8,28,19.8,2014
"Masvingo",2014-02-01,27.9,24.1,28.3,NA,2014
"Masvingo",2014-02-02,0,24.6,29,NA,2014
"Masvingo",2014-02-03,0.5,23.8,29.2,21,2014
"Masvingo",2014-02-04,5.1,20.9,24,18.8,2014
"Masvingo",2014-02-05,0,23.5,31.5,17.5,2014
"Masvingo",2014-02-06,0.5,24.6,31.3,19.9,2014
"Masvingo",2014-02-07,0,21.7,26.8,18.5,2014
"Masvingo",2014-02-08,3,21.8,25.7,19,2014
"Masvingo",2014-02-09,0.5,23,27,20,2014
"Masvingo",2014-02-10,2,22.5,27.5,18,2014
"Masvingo",2014-02-11,0,21.2,27.3,15.5,2014
"Masvingo",2014-02-12,NA,23,27,15,2014
"Masvingo",2014-02-13,NA,21.6,28.1,13.9,2014
"Masvingo",2014-02-14,0.8,23.2,NA,NA,2014
"Masvingo",2014-02-15,0,21.6,25.3,17.5,2014
"Masvingo",2014-02-16,0.5,20.5,24.3,17.4,2014
"Masvingo",2014-02-17,7.9,19.8,23.5,17.4,2014
"Masvingo",2014-02-18,0,20.7,27.9,13.2,2014
"Masvingo",2014-02-19,0,20.4,28,13.8,2014
"Masvingo",2014-02-20,NA,22.8,30.3,NA,2014
"Masvingo",2014-02-21,NA,23.5,32,16.5,2014
"Masvingo",2014-02-22,NA,23.8,28,20.5,2014
"Masvingo",2014-02-23,0.3,20.4,23,19.4,2014
"Masvingo",2014-02-24,23.9,22.3,28.3,18.9,2014
"Masvingo",2014-02-25,0,22.9,29.1,17.8,2014
"Masvingo",2014-02-26,NA,21.6,28.1,16.5,2014
"Masvingo",2014-02-27,0.3,20,NA,NA,2014
"Masvingo",2014-02-28,1,21.8,30,15.5,2014
"Masvingo",2014-03-01,0.8,22.2,NA,18.2,2014
"Masvingo",2014-03-02,2,21.3,29.5,NA,2014
"Masvingo",2014-03-03,53.1,22.3,30,17.3,2014
"Masvingo",2014-03-04,2,23.7,NA,19.3,2014
"Masvingo",2014-03-05,3,25,30.5,18.5,2014
"Masvingo",2014-03-06,0,23.1,29.9,NA,2014
"Masvingo",2014-03-07,1,21.8,29,17.6,2014
"Masvingo",2014-03-08,15,22.8,30,17.5,2014
"Masvingo",2014-03-09,2,22.9,29.7,19,2014
"Masvingo",2014-03-10,0,24.1,NA,18,2014
"Masvingo",2014-03-11,NA,22.6,30,19.4,2014
"Masvingo",2014-03-12,4.1,24.1,31.5,18,2014
"Masvingo",2014-03-13,39.9,19.4,NA,17.5,2014
"Masvingo",2014-03-14,1,17.7,21.1,15.6,2014
"Masvingo",2014-03-15,0,21.8,NA,16.4,2014
"Masvingo",2014-03-16,0,23.6,29.5,16.4,2014
"Masvingo",2014-03-17,NA,23.1,NA,15.4,2014
"Masvingo",2014-03-18,NA,21,28.2,NA,2014
"Masvingo",2014-03-19,NA,22.6,30.5,14.4,2014
"Masvingo",2014-03-20,NA,21.9,30.8,15.5,2014
"Masvingo",2014-03-21,3,20.2,22.6,NA,2014
"Masvingo",2014-03-22,2,19.8,22.6,NA,2014
"Masvingo",2014-03-23,0,21.6,26.7,15,2014
"Masvingo",2014-03-24,NA,21.1,27.3,NA,2014
"Masvingo",2014-03-25,0,20.5,25.5,16.6,2014
"Masvingo",2014-03-26,NA,20.8,27,12.8,2014
"Masvingo",2014-03-27,NA,21.2,27.6,13,2014
"Masvingo",2014-03-28,NA,17.5,25.3,NA,2014
"Masvingo",2014-03-29,0,18.8,24.8,14.5,2014
"Masvingo",2014-03-30,NA,19.1,27.3,11.5,2014
"Masvingo",2014-03-31,NA,22.3,26.8,13.5,2014
"Masvingo",2014-04-01,NA,22.2,29.5,13.6,2014
"Masvingo",2014-04-02,NA,23.8,31,14,2014
"Masvingo",2014-04-03,NA,25.1,31,13,2014
"Masvingo",2014-04-04,NA,22.6,28.8,12.8,2014
"Masvingo",2014-04-05,0.5,18.8,22.5,16.6,2014
"Masvingo",2014-04-06,7.1,16.9,19,NA,2014
"Masvingo",2014-04-07,0.5,17.9,21.6,11.9,2014
"Masvingo",2014-04-08,0.5,17.7,22.1,13.6,2014
"Masvingo",2014-04-09,2,16.8,NA,15,2014
"Masvingo",2014-04-10,1,16.6,19.8,NA,2014
"Masvingo",2014-04-11,1,15.8,18.3,14.6,2014
"Masvingo",2014-04-12,3,18.3,NA,14.6,2014
"Masvingo",2014-04-13,0.3,18.6,23.6,13.5,2014
"Masvingo",2014-04-14,0,18.2,25.5,12.9,2014
"Masvingo",2014-04-15,NA,19.6,27,10.5,2014
"Masvingo",2014-04-16,NA,19.8,25,12.4,2014
"Masvingo",2014-04-17,0.5,15.6,18.5,NA,2014
"Masvingo",2014-04-18,1,18.2,25,9.4,2014
"Masvingo",2014-04-19,0,20.6,25.8,9.5,2014
"Masvingo",2014-04-20,NA,16.8,25.7,8.5,2014
"Masvingo",2014-04-21,NA,16.6,27,NA,2014
"Masvingo",2014-04-22,NA,20.7,29.2,8.4,2014
"Masvingo",2014-04-23,NA,22.3,29.5,12.5,2014
"Masvingo",2014-04-24,NA,22.9,30.3,14.1,2014
"Masvingo",2014-04-25,NA,20.6,27,16.5,2014
"Masvingo",2014-04-26,0,20.7,26,17,2014
"Masvingo",2014-04-28,0.3,15.2,18.5,12.8,2014
"Masvingo",2014-04-29,0,16.2,NA,10.7,2014
"Masvingo",2014-04-30,NA,17.3,28,7.6,2014
"Masvingo",2014-05-01,NA,17.4,27,7,2014
"Masvingo",2014-05-02,NA,16.9,30.4,6.9,2014
"Masvingo",2014-05-03,NA,18.3,26.5,7.4,2014
"Masvingo",2014-05-04,NA,19.3,27.9,7.1,2014
"Masvingo",2014-05-05,NA,21.3,NA,11.5,2014
"Masvingo",2014-05-06,0,17.8,21.8,16,2014
"Masvingo",2014-05-07,1,14.9,19.5,NA,2014
"Masvingo",2014-05-08,0,15.9,26,9.5,2014
"Masvingo",2014-05-09,0,19.3,27.5,10.1,2014
"Masvingo",2014-05-10,NA,19.7,27.7,8.4,2014
"Masvingo",2014-05-11,NA,19.2,29,9.5,2014
"Masvingo",2014-05-12,NA,18.6,28.8,10.5,2014
"Masvingo",2014-05-13,NA,17.2,26.2,7.3,2014
"Masvingo",2014-05-14,NA,16.6,23.2,NA,2014
"Masvingo",2014-05-15,NA,15,24.8,6.9,2014
"Masvingo",2014-05-16,NA,16.8,27.2,6.4,2014
"Masvingo",2014-05-17,NA,18.6,27.8,7,2014
"Masvingo",2014-05-18,NA,16.1,21,NA,2014
"Masvingo",2014-05-19,0,14.3,19.4,NA,2014
"Masvingo",2014-05-20,NA,17.6,NA,9,2014
"Masvingo",2014-05-21,NA,19,26.8,9.5,2014
"Masvingo",2014-05-22,0,15.4,20,12.9,2014
"Masvingo",2014-05-23,NA,14.3,19.5,10,2014
"Masvingo",2014-05-24,0,13.9,23,6,2014
"Masvingo",2014-05-25,NA,15.4,24.8,3.1,2014
"Masvingo",2014-05-26,NA,15.3,26,4,2014
"Masvingo",2014-05-27,NA,16.3,26.4,4,2014
"Masvingo",2014-05-28,NA,18.1,27.1,6.2,2014
"Masvingo",2014-05-29,NA,18.1,26.8,NA,2014
"Masvingo",2014-05-30,NA,14.2,27,4.5,2014
"Masvingo",2014-05-31,NA,17.4,NA,4,2014
"Masvingo",2014-06-01,NA,18.6,28.3,5.3,2014
"Masvingo",2014-06-02,NA,18.8,NA,7.8,2014
"Masvingo",2014-06-03,NA,20.1,29.2,8,2014
"Masvingo",2014-06-04,NA,17.5,30.7,8.5,2014
"Masvingo",2014-06-05,NA,20.4,31.3,11.3,2014
"Masvingo",2014-06-06,NA,13.5,17.2,NA,2014
"Masvingo",2014-06-07,NA,10.9,18.5,2.5,2014
"Masvingo",2014-06-08,0,10.2,20,2.5,2014
"Masvingo",2014-06-09,NA,15.5,25.3,2.1,2014
"Masvingo",2014-06-10,NA,14.3,25.1,4.4,2014
"Masvingo",2014-06-11,NA,13.1,16,NA,2014
"Masvingo",2014-06-12,0,16.7,20.2,3.1,2014
"Masvingo",2014-06-13,NA,16.7,23,4,2014
"Masvingo",2014-06-14,NA,18.2,24.8,4.4,2014
"Masvingo",2014-06-15,NA,17.3,25.7,5.5,2014
"Masvingo",2014-06-16,NA,15.7,26,6,2014
"Masvingo",2014-06-17,NA,15.8,NA,7.5,2014
"Masvingo",2014-06-18,NA,14.6,24,2,2014
"Masvingo",2014-06-19,NA,16.3,25.8,2.8,2014
"Masvingo",2014-06-20,0,13.1,15.4,5.8,2014
"Masvingo",2014-06-21,0,14.1,19,8,2014
"Masvingo",2014-06-22,NA,11.7,21.3,1.8,2014
"Masvingo",2014-06-23,NA,14.2,22.8,4.5,2014
"Masvingo",2014-06-24,NA,13.9,22.8,4,2014
"Masvingo",2014-07-07,NA,18.7,27.5,7.6,2014
"Masvingo",2014-07-08,NA,15.4,22.8,11,2014
"Masvingo",2014-07-09,0.3,10.1,14,8.2,2014
"Masvingo",2014-07-10,0,9.5,17,0.4,2014
"Masvingo",2014-07-11,NA,10.7,19.5,1,2014
"Masvingo",2014-07-12,NA,10.7,NA,NA,2014
"Masvingo",2014-07-13,NA,13.3,23.8,2.5,2014
"Masvingo",2014-07-14,NA,13.6,22.1,1.8,2014
"Masvingo",2014-07-15,NA,11.1,18.6,5.5,2014
"Masvingo",2014-07-16,0,8.2,22.3,2,2014
"Masvingo",2014-07-17,NA,14.2,25.5,2.1,2014
"Masvingo",2014-07-18,NA,17.3,26.8,3.2,2014
"Masvingo",2014-07-19,NA,16.3,26.9,4.2,2014
"Masvingo",2014-07-20,NA,13.8,20,5.2,2014
"Masvingo",2014-07-21,NA,12.7,21,5.9,2014
"Masvingo",2014-07-22,NA,12.9,21.6,3.2,2014
"Masvingo",2014-07-23,NA,14,22.7,2.8,2014
"Masvingo",2014-07-24,NA,14.7,24,2.6,2014
"Masvingo",2014-07-25,NA,13.9,27.1,2.5,2014
"Masvingo",2014-07-26,NA,16.7,28.2,4.9,2014
"Masvingo",2014-07-27,NA,19.3,27.6,7,2014
"Masvingo",2014-07-28,NA,16.8,NA,12,2014
"Masvingo",2014-07-29,NA,14.6,18.6,NA,2014
"Masvingo",2014-07-30,0,15.2,20.6,11.8,2014
"Masvingo",2014-07-31,NA,12.8,23.7,3.5,2014
"Masvingo",2014-08-02,NA,13.4,24,6,2014
"Masvingo",2014-08-03,NA,15.7,24.4,6.4,2014
"Masvingo",2014-08-04,NA,14.7,24,5,2014
"Masvingo",2014-08-05,NA,14.8,27,4.5,2014
"Masvingo",2014-08-06,NA,15.9,27.8,NA,2014
"Masvingo",2014-08-07,NA,18.7,27.5,8.9,2014
"Masvingo",2014-08-08,NA,15.9,23.5,10.6,2014
"Masvingo",2014-08-09,NA,15.1,NA,8.4,2014
"Masvingo",2014-08-10,NA,15.8,24,7.4,2014
"Masvingo",2014-08-11,NA,17.1,22.3,12.5,2014
"Masvingo",2014-08-12,NA,14.5,20.2,9.6,2014
"Masvingo",2014-08-13,NA,15.5,23.7,6.8,2014
"Masvingo",2014-08-14,NA,18,25.5,7.5,2014
"Masvingo",2014-08-15,NA,16.6,25,7.4,2014
"Masvingo",2014-08-16,NA,16.1,22.1,9.8,2014
"Masvingo",2014-08-17,NA,15.9,21,11.3,2014
"Masvingo",2014-08-18,NA,17.3,25.8,6.4,2014
"Masvingo",2014-08-19,NA,13.7,27.8,6.5,2014
"Masvingo",2014-08-20,NA,19.4,29.4,7.4,2014
"Masvingo",2014-08-21,NA,20.7,30.2,10.2,2014
"Masvingo",2014-08-22,NA,23.6,33.3,11,2014
"Masvingo",2014-08-23,0,17.2,23,14,2014
"Masvingo",2014-08-24,NA,15.5,26.6,4.8,2014
"Masvingo",2014-08-25,NA,14,24.8,1,2014
"Masvingo",2014-08-26,NA,19.5,26,4.2,2014
"Masvingo",2014-08-27,NA,16.8,28.3,4.8,2014
"Masvingo",2014-08-28,NA,21.8,31.4,6.9,2014
"Masvingo",2014-08-29,NA,19.4,28.3,10.1,2014
"Masvingo",2014-08-30,NA,13.2,20.5,6.6,2014
"Masvingo",2014-08-31,NA,14.1,20.9,7.4,2014
"Masvingo",2014-09-01,NA,13.7,19,7.1,2014
"Masvingo",2014-09-02,NA,13.7,19.2,9.5,2014
"Masvingo",2014-09-03,0.3,13.3,16.2,9.4,2014
"Masvingo",2014-09-04,0.8,14.9,21.7,NA,2014
"Masvingo",2014-09-05,0,14.9,21,6.6,2014
"Masvingo",2014-09-06,NA,16.8,26,NA,2014
"Masvingo",2014-09-07,NA,19.4,27,6.5,2014
"Masvingo",2014-09-08,NA,20.4,28.6,NA,2014
"Masvingo",2014-09-09,NA,20.4,29.6,9.8,2014
"Masvingo",2014-09-10,NA,22.2,30.8,10.6,2014
"Masvingo",2014-09-11,NA,23.8,31.6,13.5,2014
"Masvingo",2014-09-12,NA,23.4,33.9,12.4,2014
"Masvingo",2014-09-13,NA,22.3,27.5,13.4,2014
"Masvingo",2014-09-14,NA,23.2,31.5,12.4,2014
"Masvingo",2014-09-15,NA,23.7,32.5,15,2014
"Masvingo",2014-09-16,NA,23.1,32.7,13.4,2014
"Masvingo",2014-09-17,NA,24.4,33.9,13.5,2014
"Masvingo",2014-09-18,NA,24.6,34.8,13.7,2014
"Masvingo",2014-09-19,NA,27.6,35.8,15,2014
"Masvingo",2014-09-20,2,16.1,18,14.2,2014
"Masvingo",2014-09-21,1,16.2,20,NA,2014
"Masvingo",2014-09-22,0,20.1,26.5,14.8,2014
"Masvingo",2014-09-23,NA,19.2,27.1,11,2014
"Masvingo",2014-09-24,NA,18.8,29,8,2014
"Masvingo",2014-09-25,NA,20.8,29.6,9,2014
"Masvingo",2014-09-26,NA,17.7,31.7,9.2,2014
"Masvingo",2014-09-27,NA,23.4,34,11,2014
"Masvingo",2014-09-28,NA,25.8,32.8,15.6,2014
"Masvingo",2014-09-29,NA,27.2,34.5,15.8,2014
"Masvingo",2014-09-30,NA,30.8,NA,NA,2014
"Masvingo",2014-10-01,NA,25.6,31.5,18.9,2014
"Masvingo",2014-10-02,NA,19.1,24.2,15.5,2014
"Masvingo",2014-10-03,NA,21.3,29.5,11.5,2014
"Masvingo",2014-10-04,4.1,14.2,NA,NA,2014
"Masvingo",2014-10-05,1,17.3,24.8,9.4,2014
"Masvingo",2014-10-06,0,16.9,27,6.5,2014
"Masvingo",2014-10-07,NA,19.9,30.1,7.5,2014
"Masvingo",2014-10-08,NA,25.9,35.3,10.5,2014
"Masvingo",2014-10-09,NA,25.6,35.5,15.9,2014
"Masvingo",2014-10-10,NA,25.1,34.2,18,2014
"Masvingo",2014-10-11,0,22.8,29.5,18,2014
"Masvingo",2014-10-12,NA,23.4,33.3,16.5,2014
"Masvingo",2014-10-13,NA,27.8,NA,14.4,2014
"Masvingo",2014-10-14,NA,21.6,27.5,17,2014
"Masvingo",2014-10-15,NA,25.3,35.5,14.2,2014
"Masvingo",2014-10-16,NA,24.4,NA,18.6,2014
"Masvingo",2014-10-17,0,21.4,30.1,15.8,2014
"Masvingo",2014-10-18,NA,17.5,25.2,11.5,2014
"Masvingo",2014-10-19,NA,22.8,30.5,12.1,2014
"Masvingo",2014-10-20,NA,21.4,31.5,10.8,2014
"Masvingo",2014-10-21,NA,22.7,29.9,13.5,2014
"Masvingo",2014-10-22,NA,21.4,29,14.5,2014
"Masvingo",2014-10-23,NA,23.1,31.7,12.8,2014
"Masvingo",2014-10-24,NA,24.6,35,15,2014
"Masvingo",2014-10-25,5.1,24.5,32.1,17.1,2014
"Masvingo",2014-10-26,0.5,20.2,24.5,17,2014
"Masvingo",2014-10-27,0,18.6,NA,NA,2014
"Masvingo",2014-10-28,NA,20.6,27,NA,2014
"Masvingo",2014-10-29,NA,23.2,NA,11.9,2014
"Masvingo",2014-10-30,NA,24.6,32.6,10.6,2014
"Masvingo",2014-10-31,NA,24.8,33.5,13.2,2014
"Masvingo",2014-11-01,NA,24.3,NA,NA,2014
"Masvingo",2014-11-02,NA,26.2,34.8,18,2014
"Masvingo",2014-11-03,0,23.4,NA,18.8,2014
"Masvingo",2014-11-04,0.5,24.4,33,18.6,2014
"Masvingo",2014-11-05,4.1,24.3,33.4,20,2014
"Masvingo",2014-11-06,13,19.2,26,NA,2014
"Masvingo",2014-11-07,0,21.7,28,14.5,2014
"Masvingo",2014-11-08,NA,21.4,29.5,14,2014
"Masvingo",2014-11-09,NA,26.6,34.5,13.8,2014
"Masvingo",2014-11-10,NA,29.3,NA,17.8,2014
"Masvingo",2014-11-11,NA,26,33,19.6,2014
"Masvingo",2014-11-12,NA,26.4,33.4,16.9,2014
"Masvingo",2014-11-13,NA,26.2,34.5,17.9,2014
"Masvingo",2014-11-14,NA,26.2,33.5,19.6,2014
"Masvingo",2014-11-15,6.1,22.8,31,19.5,2014
"Masvingo",2014-11-16,0,19.8,25,17.5,2014
"Masvingo",2014-11-17,2,15.5,17.1,NA,2014
"Masvingo",2014-11-18,26.9,12.8,14,11.7,2014
"Masvingo",2014-11-19,2,17.3,24.3,9.5,2014
"Masvingo",2014-11-20,0,22.1,29.8,12.5,2014
"Masvingo",2014-11-21,NA,29.1,32,NA,2014
"Masvingo",2014-11-22,NA,26.7,32.6,16.5,2014
"Masvingo",2014-11-23,NA,25.4,33.5,15.3,2014
"Masvingo",2014-11-24,NA,26.9,33.7,15.5,2014
"Masvingo",2014-11-25,NA,25.8,NA,17.4,2014
"Masvingo",2014-11-26,NA,23,NA,16.6,2014
"Masvingo",2014-11-27,NA,25.9,32.5,15.5,2014
"Masvingo",2014-11-28,NA,26.6,34.4,17.4,2014
"Masvingo",2014-11-29,7.1,21.9,24.7,19.5,2014
"Masvingo",2014-11-30,0.5,21,25.5,NA,2014
"Masvingo",2014-12-01,0.3,20.6,24.2,17.5,2014
"Masvingo",2014-12-02,0,21.1,26.2,13,2014
"Masvingo",2014-12-03,NA,19.5,29.5,9,2014
"Masvingo",2014-12-04,NA,25.8,34,11.5,2014
"Masvingo",2014-12-05,NA,27.8,35.5,12.6,2014
"Masvingo",2014-12-06,NA,24.6,30.5,17.6,2014
"Masvingo",2014-12-07,NA,22.5,29.1,18,2014
"Masvingo",2014-12-08,NA,23.2,29.4,15.4,2014
"Masvingo",2014-12-09,2,20.7,30,NA,2014
"Masvingo",2014-12-10,4.1,23.4,29.5,17.5,2014
"Masvingo",2014-12-11,25.9,21.4,30.3,18.1,2014
"Masvingo",2014-12-12,13,23.4,28.2,18.4,2014
"Masvingo",2014-12-13,9.9,22.7,29.4,18.6,2014
"Masvingo",2014-12-14,5.1,21,NA,NA,2014
"Masvingo",2014-12-15,7.9,21.3,28.5,19,2014
"Masvingo",2014-12-17,0,20.6,25.6,NA,2014
"Masvingo",2014-12-18,18,20.4,NA,NA,2014
"Masvingo",2014-12-19,0,22.6,NA,NA,2014
"Masvingo",2014-12-20,20.1,22.3,26.5,20,2014
"Masvingo",2014-12-21,21.1,24.8,29.2,NA,2014
"Masvingo",2014-12-22,2,22.7,NA,19.4,2014
"Masvingo",2014-12-23,5.1,23.3,27,17.6,2014
"Masvingo",2014-12-24,0.8,24.9,29.3,19.6,2014
"Masvingo",2014-12-25,1,23.8,30.6,19.2,2014
"Masvingo",2014-12-26,10.9,23.8,31,19.5,2014
"Masvingo",2014-12-27,1,23.7,27.6,19.9,2014
"Masvingo",2014-12-28,9.9,23.8,30.1,19.5,2014
"Masvingo",2014-12-29,5.1,22.6,27.9,NA,2014
"Masvingo",2014-12-30,23.9,20.9,25.4,NA,2014
"Masvingo",2014-12-31,3,21.4,NA,18.6,2014
"Masvingo",2015-01-01,2,20.3,22.5,18.6,2015
"Masvingo",2015-01-02,2,19.9,NA,18.1,2015
"Masvingo",2015-01-03,0.8,21.6,26.5,NA,2015
"Masvingo",2015-01-04,0,23.5,27.9,17.5,2015
"Masvingo",2015-01-05,NA,23.4,28,NA,2015
"Masvingo",2015-01-06,NA,23,29,15.8,2015
"Masvingo",2015-01-07,NA,22.5,27,15.5,2015
"Masvingo",2015-01-08,NA,23.2,27.5,18,2015
"Masvingo",2015-01-09,NA,23.9,NA,14.4,2015
"Masvingo",2015-01-10,0.3,21.8,27.5,17.5,2015
"Masvingo",2015-01-11,0,22,26.5,16.4,2015
"Masvingo",2015-01-12,0,21.2,26.9,17.5,2015
"Masvingo",2015-01-13,0,24.2,29.5,17.6,2015
"Masvingo",2015-01-14,NA,23.9,30.3,17.5,2015
"Masvingo",2015-01-15,0.5,22.7,27.2,19.5,2015
"Masvingo",2015-01-16,0,23.7,30,16,2015
"Masvingo",2015-01-17,0,23.2,30.4,NA,2015
"Masvingo",2015-01-18,1,20.3,25,17.5,2015
"Masvingo",2015-01-19,0,22.7,27.6,15.4,2015
"Masvingo",2015-01-20,NA,20,24.4,15.2,2015
"Masvingo",2015-01-21,NA,22.2,NA,NA,2015
"Masvingo",2015-01-22,NA,22.8,28.6,12.5,2015
"Masvingo",2015-01-23,NA,20.7,26.9,15,2015
"Masvingo",2015-01-24,NA,21.8,28.3,12.4,2015
"Masvingo",2015-01-25,NA,22.7,31.6,12,2015
"Masvingo",2015-01-26,NA,26.1,32.9,14.6,2015
"Masvingo",2015-01-27,NA,28.7,33,15.5,2015
"Masvingo",2015-01-28,NA,24.8,31,20.2,2015
"Masvingo",2015-01-29,3,22.5,28.8,NA,2015
"Masvingo",2015-01-30,32,22.5,NA,18.4,2015
"Masvingo",2015-01-31,0,24,29.8,18.2,2015
"Masvingo",2015-02-01,NA,25.1,31.6,17.1,2015
"Masvingo",2015-02-02,0,23.4,31.5,19,2015
"Masvingo",2015-02-03,7.1,24.2,30.5,18,2015
"Masvingo",2015-02-04,0,24.4,31.1,18.6,2015
"Masvingo",2015-02-05,0.5,26.6,32.4,18.4,2015
"Masvingo",2015-02-06,0,25.9,31.1,18.2,2015
"Masvingo",2015-02-07,NA,26.8,NA,18.1,2015
"Masvingo",2015-02-08,NA,26.8,30.7,17.6,2015
"Masvingo",2015-02-09,NA,22.9,30.1,16.5,2015
"Masvingo",2015-02-10,NA,25.1,31.5,15.2,2015
"Masvingo",2015-02-11,NA,27,31.5,14.5,2015
"Masvingo",2015-02-12,NA,24.7,30.5,14.5,2015
"Masvingo",2015-02-13,NA,26.1,32,16.9,2015
"Masvingo",2015-02-14,NA,28.6,NA,17.6,2015
"Masvingo",2015-02-15,2,22.2,28.8,18,2015
"Masvingo",2015-02-16,7.1,20.1,23,NA,2015
"Masvingo",2015-02-17,0.5,18.2,NA,15.6,2015
"Masvingo",2015-02-18,0,19.7,NA,14.4,2015
"Masvingo",2015-02-19,NA,18.9,NA,11.5,2015
"Masvingo",2015-02-20,NA,21.8,NA,12.6,2015
"Masvingo",2015-02-21,NA,24,NA,13.4,2015
"Masvingo",2015-02-22,NA,24.1,NA,14,2015
"Masvingo",2015-02-23,0.5,19.8,NA,16.9,2015
"Masvingo",2015-02-24,1,21.3,NA,16.9,2015
"Masvingo",2015-02-25,0.5,19.3,NA,12.3,2015
"Masvingo",2015-02-26,0,22.8,NA,12.5,2015
"Masvingo",2015-02-27,NA,23.9,NA,NA,2015
"Masvingo",2015-02-28,NA,23.8,NA,NA,2015
"Masvingo",2015-03-01,NA,22.4,NA,18.5,2015
"Masvingo",2015-03-02,5.1,20.5,NA,NA,2015
"Masvingo",2015-03-03,7.9,15.9,NA,13.1,2015
"Masvingo",2015-03-04,0.3,18.9,NA,12.4,2015
"Masvingo",2015-03-05,0,19.8,NA,10,2015
"Masvingo",2015-03-06,NA,19.1,NA,10.4,2015
"Masvingo",2015-03-07,NA,21.6,NA,12,2015
"Masvingo",2015-03-08,NA,21.3,NA,12,2015
"Masvingo",2015-03-09,0,21.5,NA,17.5,2015
"Masvingo",2015-03-10,NA,21.8,NA,NA,2015
"Masvingo",2015-03-11,NA,20.2,NA,9.6,2015
"Masvingo",2015-03-12,NA,21.4,NA,NA,2015
"Masvingo",2015-03-13,NA,23.6,30.2,12.2,2015
"Masvingo",2015-03-14,NA,21.1,30.5,12.4,2015
"Masvingo",2015-03-15,NA,22.9,28.2,13.4,2015
"Masvingo",2015-03-16,NA,24,30.6,11.8,2015
"Masvingo",2015-03-17,NA,23.2,33.4,14.1,2015
"Masvingo",2015-03-18,NA,24.2,32.4,15,2015
"Masvingo",2015-03-19,NA,25,33.7,15.9,2015
"Masvingo",2015-03-20,NA,24.6,32.6,18,2015
"Masvingo",2015-03-21,NA,24,31.5,15.4,2015
"Masvingo",2015-03-22,NA,23.5,NA,14.5,2015
"Masvingo",2015-03-24,NA,19.3,NA,14,2015
"Masvingo",2015-03-25,NA,24.8,33.6,15.5,2015
"Masvingo",2015-03-26,NA,24.8,34,16.6,2015
"Masvingo",2015-03-28,0,20.2,NA,NA,2015
"Masvingo",2015-03-29,41.9,19.6,26.6,17.3,2015
"Masvingo",2015-03-30,27.9,20.6,26.6,17.4,2015
"Masvingo",2015-03-31,3,20.7,NA,NA,2015
"Masvingo",2015-04-01,0.3,21.4,25.3,16.2,2015
"Masvingo",2015-04-02,0,19.1,26.7,12.7,2015
"Masvingo",2015-04-03,NA,20.6,27.1,12.9,2015
"Masvingo",2015-04-04,NA,21.9,30.1,NA,2015
"Masvingo",2015-04-06,69.1,20,23.4,NA,2015
"Masvingo",2015-04-07,8.9,17.7,19.8,NA,2015
"Masvingo",2015-04-08,0.5,17.8,21.5,15.3,2015
"Masvingo",2015-04-09,0.3,16.8,19.8,14,2015
"Masvingo",2015-04-10,0,17.4,22.6,15,2015
"Masvingo",2015-04-12,NA,19,27.1,11,2015
"Masvingo",2015-04-13,NA,19.2,24.6,14,2015
"Masvingo",2015-04-14,NA,18.7,22.4,15.2,2015
"Masvingo",2015-04-15,NA,20.3,28.2,12.8,2015
"Masvingo",2015-04-16,NA,23.3,30,11.8,2015
"Masvingo",2015-04-17,NA,21.9,29.4,14.4,2015
"Masvingo",2015-04-18,1,18.3,20.6,17,2015
"Masvingo",2015-04-19,8.9,19.8,25.5,16.3,2015
