"Name","date","rain","Tave","Tmax","Tmin","Year"
"Masvingo",2017-01-28,3,24.9,NA,NA,2017
"Masvingo",2017-01-29,0,23.6,29.2,19.4,2017
"Masvingo",2017-01-30,6.1,24.2,30.5,19.9,2017
"Masvingo",2017-01-31,0,23.8,28.5,12.1,2017
"Masvingo",2017-02-01,1,22.9,29,17.6,2017
"Masvingo",2017-02-02,0,23.6,30,19.5,2017
"Masvingo",2017-02-03,NA,23.8,26.6,19.6,2017
"Masvingo",2017-02-04,9.9,23.2,29.2,18.5,2017
"Masvingo",2017-02-05,0,22.7,NA,18.5,2017
"Masvingo",2017-02-08,0.3,25.4,30,18,2017
"Masvingo",2017-02-09,0,24.1,29,17.4,2017
"Masvingo",2017-02-10,0,22.3,NA,18.4,2017
"Masvingo",2017-02-11,NA,23.7,28.4,NA,2017
"Masvingo",2017-02-12,0,23.6,NA,16.4,2017
"Masvingo",2017-02-13,0.8,24.6,30.6,17.5,2017
"Masvingo",2017-02-14,0,23.5,30.4,17.6,2017
"Masvingo",2017-02-15,NA,23.6,30,17,2017
"Masvingo",2017-02-16,NA,23.8,29,18.5,2017
"Masvingo",2017-02-17,29,21.3,24.5,18.8,2017
"Masvingo",2017-02-18,2,23.1,30,NA,2017
"Masvingo",2017-02-19,40.9,22.6,28.6,18.1,2017
"Masvingo",2017-02-20,0,22.3,29,16.6,2017
"Masvingo",2017-02-21,NA,22.1,29.2,16,2017
"Masvingo",2017-02-22,NA,23.3,NA,18.4,2017
"Masvingo",2017-02-23,32,20.9,23.5,19.1,2017
"Masvingo",2017-02-24,5.1,21.6,27,NA,2017
"Masvingo",2017-02-25,1,22.9,NA,19.4,2017
"Masvingo",2017-02-26,17,22.8,28.5,19.4,2017
"Masvingo",2017-02-27,0,19.3,21.2,NA,2017
"Masvingo",2017-02-28,NA,18.3,NA,NA,2017
"Masvingo",2017-03-01,0,22.6,NA,16.5,2017
"Masvingo",2017-03-02,0,23.4,NA,18.5,2017
"Masvingo",2017-03-03,NA,25.9,NA,17.9,2017
"Masvingo",2017-03-04,0,23,NA,18.9,2017
"Masvingo",2017-03-05,21.1,23.8,NA,19.8,2017
"Masvingo",2017-03-06,18,21.7,NA,20,2017
"Masvingo",2017-03-08,0.3,21.8,NA,18.8,2017
"Masvingo",2017-03-11,6.1,17.3,NA,13.5,2017
"Masvingo",2017-03-12,0,22.2,NA,10,2017
"Masvingo",2017-03-14,NA,22.4,NA,12.6,2017
"Masvingo",2017-03-15,NA,20.6,NA,11.2,2017
"Masvingo",2017-03-16,NA,21.7,NA,11,2017
"Masvingo",2017-03-17,0,22.1,NA,12.5,2017
"Masvingo",2017-03-19,0,20.1,NA,15.9,2017
"Masvingo",2017-03-20,7.9,19.7,NA,16.5,2017
"Masvingo",2017-03-21,10.9,19.1,NA,NA,2017
"Masvingo",2017-03-22,0,20.6,NA,18.4,2017
"Masvingo",2017-03-23,2,22.6,NA,NA,2017
"Masvingo",2017-03-24,0,25.1,NA,15.6,2017
"Masvingo",2017-03-25,NA,20.8,29,13.9,2017
"Masvingo",2017-03-26,0.5,18.2,NA,16.8,2017
"Masvingo",2017-03-27,0.3,20.9,NA,15.5,2017
"Masvingo",2017-03-28,0,22.9,NA,12.6,2017
"Masvingo",2017-04-12,NA,24.5,29.8,14.1,2017
"Masvingo",2017-04-13,NA,22.8,NA,14.5,2017
"Masvingo",2017-04-14,3,24.2,NA,16.1,2017
"Masvingo",2017-04-15,17,19.3,23.2,NA,2017
"Masvingo",2017-04-16,3,16.5,NA,15.5,2017
"Masvingo",2017-04-17,0,17.1,NA,12.6,2017
"Masvingo",2017-04-18,NA,21,NA,9.2,2017
"Masvingo",2017-04-19,NA,15.3,NA,9.5,2017
"Masvingo",2017-04-20,NA,21.4,26.2,11,2017
"Masvingo",2017-04-21,NA,18.1,26,10.7,2017
"Masvingo",2017-04-22,NA,17.7,23.5,NA,2017
"Masvingo",2017-04-23,NA,17.2,24,NA,2017
"Masvingo",2017-04-24,22.1,13.2,NA,11.5,2017
"Masvingo",2017-04-25,0,14.1,17.6,NA,2017
"Masvingo",2017-04-26,2,15.8,21.8,11.7,2017
"Masvingo",2017-04-27,0,14.7,NA,9.5,2017
"Masvingo",2017-04-28,NA,17.1,21.8,8.8,2017
"Masvingo",2017-04-29,NA,15.5,20.5,9.6,2017
"Masvingo",2017-04-30,5.1,17.2,20.9,13.5,2017
"Masvingo",2017-05-01,3,17.5,NA,14.6,2017
"Masvingo",2017-05-02,0.3,19.2,NA,14,2017
"Masvingo",2017-05-03,0,16.3,NA,9,2017
"Masvingo",2017-05-04,NA,19.4,NA,8.1,2017
"Masvingo",2017-05-05,NA,17.6,NA,7.2,2017
"Masvingo",2017-05-06,NA,21.4,NA,7.8,2017
"Masvingo",2017-05-07,NA,19.2,NA,8,2017
"Masvingo",2017-05-08,NA,18.1,NA,8,2017
"Masvingo",2017-05-09,NA,16.8,NA,8,2017
"Masvingo",2017-05-10,NA,17.8,NA,8.8,2017
"Masvingo",2017-05-12,NA,20.8,NA,11.8,2017
"Masvingo",2017-05-13,NA,16.1,NA,14.7,2017
"Masvingo",2017-05-14,0,19.9,NA,13.6,2017
"Masvingo",2017-05-15,NA,20.3,NA,15,2017
"Masvingo",2017-05-16,NA,19.2,NA,8,2017
"Masvingo",2017-05-17,NA,20.2,NA,8.8,2017
"Masvingo",2017-05-18,NA,18.3,NA,8.5,2017
"Masvingo",2017-05-19,NA,19.9,NA,8.5,2017
"Masvingo",2017-05-20,NA,18.9,NA,5.2,2017
"Masvingo",2017-05-21,NA,16,NA,5.5,2017
"Masvingo",2017-05-23,NA,16.3,NA,7,2017
"Masvingo",2017-05-24,NA,17.8,NA,5.7,2017
"Masvingo",2017-05-25,NA,21.9,NA,5.5,2017
"Masvingo",2017-05-27,NA,17.7,NA,5.8,2017
"Masvingo",2017-05-28,NA,18.2,NA,7.6,2017
"Masvingo",2017-05-30,2,14.8,NA,10.4,2017
"Masvingo",2017-05-31,0,14.6,NA,4.8,2017
"Masvingo",2017-06-01,NA,12.4,NA,4,2017
"Masvingo",2017-06-02,NA,12.5,23.5,3.5,2017
"Masvingo",2017-06-04,NA,16.7,NA,4.8,2017
"Masvingo",2017-06-05,NA,16.6,25,NA,2017
"Masvingo",2017-06-06,NA,15.9,23,7.5,2017
"Masvingo",2017-06-07,NA,15.9,NA,5.5,2017
"Masvingo",2017-06-08,NA,14.8,26.5,7.5,2017
"Masvingo",2017-06-09,0,13.6,19,8,2017
"Masvingo",2017-06-11,0,16.2,NA,11.6,2017
"Masvingo",2017-06-12,NA,16.2,24.5,7.6,2017
"Masvingo",2017-06-13,NA,15.6,26.6,NA,2017
"Masvingo",2017-06-14,NA,17.2,27.5,7,2017
"Masvingo",2017-06-15,NA,18.7,27.3,6.6,2017
"Masvingo",2017-06-16,NA,12.7,20.5,7,2017
"Masvingo",2017-06-17,0,17.1,NA,9.6,2017
"Masvingo",2017-06-18,NA,12.9,22.6,6.5,2017
"Masvingo",2017-06-19,NA,16.1,NA,9.5,2017
"Masvingo",2017-06-20,NA,13.9,21.1,6.3,2017
"Masvingo",2017-06-21,NA,13.6,NA,4,2017
"Masvingo",2017-06-22,NA,11.6,22,3.9,2017
"Masvingo",2017-06-23,NA,15.4,NA,2.3,2017
"Masvingo",2017-06-24,NA,13.3,19.4,6.8,2017
"Masvingo",2017-06-25,NA,15.7,20.7,7.5,2017
"Masvingo",2017-06-26,NA,15.1,21.5,2.5,2017
"Masvingo",2017-06-27,NA,13.3,21.9,5,2017
"Masvingo",2017-06-28,NA,17.3,25.6,6.1,2017
"Masvingo",2017-06-29,NA,12.8,24.9,6.5,2017
"Masvingo",2017-06-30,NA,15.9,22.3,11.3,2017
"Masvingo",2017-07-01,NA,17.1,NA,5.4,2017
"Masvingo",2017-07-02,NA,13,NA,3.2,2017
"Masvingo",2017-07-03,NA,14.3,NA,5.8,2017
"Masvingo",2017-07-04,NA,13.8,NA,9.5,2017
"Masvingo",2017-07-05,0,14.8,NA,11,2017
"Masvingo",2017-07-06,NA,14.6,NA,7.5,2017
"Masvingo",2017-07-07,NA,15.6,NA,7.6,2017
"Masvingo",2017-07-08,NA,16.7,NA,6.8,2017
"Masvingo",2017-07-09,NA,17.2,NA,6.9,2017
"Masvingo",2017-07-10,NA,17.3,NA,NA,2017
"Masvingo",2017-07-11,NA,13.9,NA,4.5,2017
"Masvingo",2017-07-13,NA,14.7,NA,4.6,2017
"Masvingo",2017-07-14,NA,18,NA,3.9,2017
"Masvingo",2017-07-15,NA,18.1,NA,5.5,2017
"Masvingo",2017-07-16,NA,18.2,NA,6,2017
"Masvingo",2017-07-17,NA,14.1,NA,4.6,2017
"Masvingo",2017-07-18,NA,17.9,NA,11,2017
"Masvingo",2017-07-21,NA,14.4,NA,1.8,2017
"Masvingo",2017-07-22,NA,18.7,NA,2.2,2017
"Masvingo",2017-07-23,NA,16.5,NA,2.5,2017
"Masvingo",2017-07-24,NA,15.3,NA,3,2017
"Masvingo",2017-07-25,NA,15.4,NA,4.8,2017
"Masvingo",2017-07-26,NA,14.7,NA,NA,2017
"Masvingo",2017-07-27,NA,13.2,NA,2.9,2017
"Masvingo",2017-07-28,NA,16.2,NA,6.6,2017
"Masvingo",2017-07-29,1,16.5,NA,11.5,2017
"Masvingo",2017-07-30,0,17.9,NA,10.2,2017
"Masvingo",2017-07-31,NA,14.9,NA,9.5,2017
"Masvingo",2017-08-01,NA,16.1,20.2,10.4,2017
"Masvingo",2017-08-02,0,16.9,NA,12.5,2017
"Masvingo",2017-08-03,NA,18.4,NA,NA,2017
"Masvingo",2017-08-04,NA,15.8,23.3,6.2,2017
"Masvingo",2017-08-05,NA,15.9,NA,5.9,2017
"Masvingo",2017-08-06,NA,16.9,NA,6.9,2017
"Masvingo",2017-08-08,NA,19.8,23.8,NA,2017
"Masvingo",2017-08-09,NA,13.8,22,5.4,2017
"Masvingo",2017-08-10,NA,13,23.5,5.7,2017
"Masvingo",2017-08-12,NA,19.9,25.2,6.4,2017
"Masvingo",2017-08-13,NA,15.5,NA,5.9,2017
"Masvingo",2017-08-14,NA,17,24.7,NA,2017
"Masvingo",2017-08-15,NA,15.9,NA,5.5,2017
"Masvingo",2017-08-16,NA,16,28.8,5,2017
"Masvingo",2017-08-17,NA,22.7,NA,10.8,2017
"Masvingo",2017-08-18,NA,16.4,21,6.9,2017
"Masvingo",2017-08-20,NA,14.2,20.6,10.4,2017
"Masvingo",2017-08-21,NA,14.4,22.2,6.9,2017
"Masvingo",2017-08-22,NA,15.9,NA,3.6,2017
"Masvingo",2017-08-23,NA,19.6,NA,7.5,2017
"Masvingo",2017-08-24,NA,18.4,NA,5.1,2017
"Masvingo",2017-08-25,NA,19.3,NA,7.4,2017
"Masvingo",2017-08-26,0,18,NA,14.5,2017
"Masvingo",2017-08-27,0,17.9,27,8,2017
"Masvingo",2017-08-28,NA,16.3,NA,7,2017
"Masvingo",2017-08-29,NA,17.2,NA,6.5,2017
"Masvingo",2017-08-30,NA,19.7,28.5,4.5,2017
"Masvingo",2017-08-31,NA,16.8,26.5,8.5,2017
"Masvingo",2017-09-01,NA,21.7,31.5,NA,2017
"Masvingo",2017-09-02,0,14.3,20,12.3,2017
"Masvingo",2017-09-03,NA,18,22.1,10.7,2017
"Masvingo",2017-09-04,NA,14.4,NA,7,2017
"Masvingo",2017-09-05,NA,17.3,27.5,NA,2017
"Masvingo",2017-09-06,NA,21.7,30.2,5.5,2017
"Masvingo",2017-09-07,NA,18.6,30.5,9.2,2017
"Masvingo",2017-09-08,NA,22.7,31,10.5,2017
"Masvingo",2017-09-09,NA,20.4,29.8,10.5,2017
"Masvingo",2017-09-10,NA,18.6,NA,7.5,2017
"Masvingo",2017-09-11,NA,19.3,NA,6.2,2017
"Masvingo",2017-09-12,NA,21.1,32.5,8.4,2017
"Masvingo",2017-09-13,NA,24.4,NA,10.5,2017
"Masvingo",2017-09-14,NA,24.7,33.4,8.5,2017
"Masvingo",2017-09-15,NA,20.9,NA,14.9,2017
"Masvingo",2017-09-16,NA,26.7,NA,NA,2017
"Masvingo",2017-09-17,NA,22.6,29.5,12,2017
"Masvingo",2017-09-18,NA,21.8,27.8,16.2,2017
"Masvingo",2017-09-19,NA,19.2,29.3,14,2017
"Masvingo",2017-09-20,NA,20.3,28.8,12.5,2017
"Masvingo",2017-09-21,NA,22.1,NA,14.8,2017
"Masvingo",2017-09-22,NA,19.4,30.5,10,2017
"Masvingo",2017-09-23,NA,24.5,34.3,11.2,2017
"Masvingo",2017-09-24,NA,17.9,NA,NA,2017
"Masvingo",2017-09-25,NA,21.9,33.2,9.5,2017
"Masvingo",2017-09-26,NA,25.8,37.1,NA,2017
"Masvingo",2017-09-27,NA,22.1,NA,NA,2017
"Masvingo",2017-09-28,0,17.7,23,16.4,2017
"Masvingo",2017-09-29,0,18.4,NA,15,2017
"Masvingo",2017-09-30,NA,24.1,NA,11.4,2017
"Masvingo",2017-10-01,NA,20.8,NA,NA,2017
"Masvingo",2017-10-02,NA,24.9,30,NA,2017
"Masvingo",2017-10-03,0.3,22.8,30.3,15.2,2017
"Masvingo",2017-10-04,0,26.6,NA,NA,2017
"Masvingo",2017-10-05,NA,23.2,NA,NA,2017
"Masvingo",2017-10-06,NA,23.2,NA,NA,2017
"Masvingo",2017-10-07,1,23.2,NA,NA,2017
"Masvingo",2017-10-08,0,27.1,NA,16,2017
"Masvingo",2017-10-09,1,20.7,NA,NA,2017
"Masvingo",2017-10-10,0.3,27.3,NA,18.4,2017
"Masvingo",2017-10-11,0,23.2,NA,NA,2017
"Masvingo",2017-10-12,NA,24.3,NA,10.8,2017
"Masvingo",2017-10-13,NA,22.4,NA,NA,2017
"Masvingo",2017-10-14,NA,22.1,NA,12,2017
"Masvingo",2017-10-15,NA,26.4,NA,11,2017
"Masvingo",2017-10-16,NA,32.7,NA,18.5,2017
"Masvingo",2017-10-17,NA,30.5,NA,19,2017
"Masvingo",2017-10-18,NA,18.6,NA,NA,2017
"Masvingo",2017-10-20,NA,26.4,NA,18,2017
"Masvingo",2017-10-21,0.8,24,NA,19.2,2017
"Masvingo",2017-10-22,0,26.7,NA,19.4,2017
"Masvingo",2017-10-23,NA,25.4,NA,15.8,2017
"Masvingo",2017-10-24,NA,31.7,NA,NA,2017
"Masvingo",2017-10-25,NA,32.9,NA,NA,2017
"Masvingo",2017-10-26,NA,33.4,NA,NA,2017
"Masvingo",2017-10-27,0,22.4,NA,NA,2017
"Masvingo",2017-10-28,10.9,13.2,NA,NA,2017
"Masvingo",2017-10-29,6.1,12.7,NA,10.8,2017
"Masvingo",2017-10-30,0,19.2,NA,11,2017
"Masvingo",2017-10-31,0,20.3,NA,10.5,2017
"Masvingo",2017-11-01,NA,19.9,NA,10.6,2017
"Masvingo",2017-11-02,NA,23.2,NA,11.8,2017
"Masvingo",2017-11-03,NA,22.2,NA,NA,2017
"Masvingo",2017-11-04,NA,25.2,NA,16.5,2017
"Masvingo",2017-11-05,NA,22.7,NA,13.5,2017
"Masvingo",2017-11-06,NA,27.8,NA,11.9,2017
"Masvingo",2017-11-07,NA,32.3,NA,NA,2017
"Masvingo",2017-11-08,NA,25.5,NA,16.7,2017
"Masvingo",2017-11-10,2,18.5,NA,15,2017
"Masvingo",2017-11-12,3,19.8,NA,17.8,2017
"Masvingo",2017-11-13,17,20.6,NA,17.3,2017
"Masvingo",2017-11-17,0,16.4,NA,NA,2017
"Masvingo",2017-11-18,0,23.3,NA,15.5,2017
"Masvingo",2017-11-19,NA,27.2,NA,16,2017
"Masvingo",2017-11-20,NA,27.1,NA,13.4,2017
"Masvingo",2017-11-21,NA,29.1,NA,NA,2017
"Masvingo",2017-11-22,NA,27.3,NA,14,2017
"Masvingo",2017-11-23,NA,24.1,NA,NA,2017
"Masvingo",2017-11-24,NA,23,NA,18,2017
"Masvingo",2017-11-26,8.9,22.3,NA,15,2017
"Masvingo",2017-11-27,0,21,NA,NA,2017
"Masvingo",2017-11-28,2,15.9,NA,13.4,2017
"Masvingo",2017-11-29,0,26.6,NA,NA,2017
"Masvingo",2017-11-30,NA,24.7,NA,NA,2017
"Masvingo",2017-12-01,NA,27.5,NA,13.8,2017
"Masvingo",2017-12-02,NA,27.8,NA,15.1,2017
"Masvingo",2017-12-04,NA,30.2,NA,17.8,2017
"Masvingo",2017-12-06,NA,26.1,NA,16.8,2017
"Masvingo",2017-12-07,0.8,19.3,NA,17.6,2017
"Masvingo",2017-12-08,10.9,17.1,NA,15.4,2017
"Masvingo",2017-12-09,0.8,22.5,NA,15.5,2017
"Masvingo",2017-12-11,NA,26.3,NA,16.8,2017
"Masvingo",2017-12-12,NA,24.9,NA,17.3,2017
"Masvingo",2017-12-13,NA,24.7,NA,19,2017
"Masvingo",2017-12-14,3,29.4,NA,17.9,2017
"Masvingo",2017-12-15,0,19.7,NA,NA,2017
"Masvingo",2017-12-16,0,24.1,NA,16.6,2017
"Masvingo",2017-12-19,NA,28.8,NA,NA,2017
"Masvingo",2017-12-20,NA,27.4,NA,19.5,2017
"Masvingo",2017-12-21,NA,24.9,NA,18.5,2017
"Masvingo",2017-12-22,NA,25.4,NA,NA,2017
"Masvingo",2018-01-24,NA,31.1,34.5,NA,2018
"Masvingo",2018-01-25,NA,27.2,NA,17.4,2018
"Masvingo",2018-01-28,NA,27,33.8,NA,2018
"Masvingo",2018-01-31,0,21.3,NA,17.6,2018
"Masvingo",2018-02-01,14,23.5,NA,19.4,2018
"Masvingo",2018-02-02,11.9,24.8,NA,19.8,2018
"Masvingo",2018-02-07,NA,26.3,NA,15.4,2018
"Masvingo",2018-02-09,NA,22.2,25.5,NA,2018
"Masvingo",2018-02-10,NA,21.9,NA,17.5,2018
"Masvingo",2018-02-11,NA,20.5,23.5,NA,2018
"Masvingo",2018-02-12,10.9,19.9,NA,NA,2018
"Masvingo",2018-02-13,35.1,20.1,NA,18.8,2018
"Masvingo",2018-02-14,0,21.9,25,NA,2018
"Masvingo",2018-02-15,NA,22.8,29.4,NA,2018
"Masvingo",2018-02-18,1,24.1,NA,20,2018
"Masvingo",2018-02-20,NA,21.8,29,NA,2018
"Masvingo",2018-02-21,NA,21.8,NA,NA,2018
"Masvingo",2018-02-24,7.9,24.1,NA,19.5,2018
"Masvingo",2018-02-26,31,18.2,21.3,16.8,2018
"Masvingo",2018-02-27,1,19,21.3,16.4,2018
"Masvingo",2018-02-28,0,21.9,25.5,17.5,2018
"Masvingo",2018-03-01,0,21.8,NA,NA,2018
"Masvingo",2018-03-04,NA,21.3,25,NA,2018
"Masvingo",2018-03-05,0,21.4,28,15.8,2018
"Masvingo",2018-03-07,NA,22.6,29.6,NA,2018
"Masvingo",2018-03-08,NA,27.5,NA,14.7,2018
"Masvingo",2018-03-09,NA,23.2,30.3,NA,2018
"Masvingo",2018-03-10,NA,21.3,26.4,18.1,2018
"Masvingo",2018-03-13,NA,21.9,25.8,NA,2018
"Masvingo",2018-03-14,NA,20.9,NA,NA,2018
"Masvingo",2018-03-16,NA,26.8,NA,13.5,2018
"Masvingo",2018-03-17,NA,20.2,23,16.4,2018
"Masvingo",2018-03-19,NA,22.8,28.5,NA,2018
"Masvingo",2018-03-20,NA,24.4,30,13.6,2018
"Masvingo",2018-03-23,NA,25,30.5,16.9,2018
"Masvingo",2018-03-25,NA,26.3,31.4,NA,2018
"Masvingo",2018-03-26,NA,19.7,30.6,NA,2018
"Masvingo",2018-03-28,3,21,NA,NA,2018
"Masvingo",2018-04-01,NA,20,26.2,13.5,2018
"Masvingo",2018-04-03,NA,21.4,26.6,13.4,2018
"Masvingo",2018-04-04,NA,20.3,NA,NA,2018
"Masvingo",2018-04-09,0.3,19.8,22.3,17.5,2018
"Masvingo",2018-04-15,NA,16.1,NA,NA,2018
"Masvingo",2018-04-16,NA,18.4,23.5,NA,2018
"Masvingo",2018-04-21,NA,21.2,26.8,16,2018
"Masvingo",2018-04-22,0,20.1,26,16,2018
"Masvingo",2018-04-23,0,19,NA,10.4,2018
"Masvingo",2018-04-26,NA,21.5,NA,7.6,2018
"Masvingo",2018-05-01,NA,16.7,23.2,11,2018
"Masvingo",2018-05-02,NA,14.9,NA,11.7,2018
"Masvingo",2018-05-03,NA,19.6,NA,10,2018
"Masvingo",2018-05-08,NA,18.6,23.6,7.5,2018
"Masvingo",2018-05-09,NA,15.7,NA,6,2018
"Masvingo",2018-05-11,NA,18.1,NA,5.5,2018
"Masvingo",2018-05-12,NA,22.3,NA,9.5,2018
"Masvingo",2018-05-13,NA,23.8,NA,8,2018
"Masvingo",2018-05-15,NA,14.9,16,NA,2018
"Masvingo",2018-05-16,13,15.2,NA,14,2018
"Masvingo",2018-05-17,0,20.6,24.9,NA,2018
"Masvingo",2018-05-20,0.3,17.3,21,11,2018
"Masvingo",2018-05-21,0,17.8,NA,NA,2018
"Masvingo",2018-05-22,NA,17.5,NA,11.5,2018
"Masvingo",2018-05-24,NA,20,NA,7.7,2018
"Masvingo",2018-05-25,NA,19.2,27.1,NA,2018
"Masvingo",2018-05-26,NA,17.1,NA,9.5,2018
"Masvingo",2018-05-28,NA,20.8,25.7,NA,2018
"Masvingo",2018-05-30,NA,22.6,NA,NA,2018
"Masvingo",2018-06-01,NA,21.8,NA,8.9,2018
"Masvingo",2018-06-02,NA,17.2,27.5,NA,2018
"Masvingo",2018-06-03,NA,16.5,26,7.9,2018
"Masvingo",2018-06-04,NA,14.6,20.5,NA,2018
"Masvingo",2018-06-06,0.3,12,16.9,8,2018
"Masvingo",2018-06-07,0,12.4,20,1.3,2018
"Masvingo",2018-06-08,NA,14,NA,1,2018
"Masvingo",2018-06-09,NA,10.5,24.1,1.5,2018
"Masvingo",2018-06-10,NA,14.6,NA,0.8,2018
"Masvingo",2018-06-11,NA,16.5,22.5,1,2018
"Masvingo",2018-06-12,NA,13.2,20.8,7.3,2018
"Masvingo",2018-06-13,NA,15.3,21.5,4.5,2018
"Masvingo",2018-06-14,NA,12.9,24.5,5.5,2018
"Masvingo",2018-06-15,NA,16.5,NA,5,2018
"Masvingo",2018-06-16,NA,15.7,NA,5.1,2018
"Masvingo",2018-06-17,NA,15.4,22.5,5,2018
"Masvingo",2018-06-18,NA,21.5,26.9,7.5,2018
"Masvingo",2018-06-20,NA,20.2,NA,5,2018
"Masvingo",2018-06-21,NA,17.2,NA,11,2018
"Masvingo",2018-06-22,NA,15.2,NA,5.7,2018
"Masvingo",2018-06-23,NA,17.6,NA,5.5,2018
"Masvingo",2018-06-27,NA,14.9,NA,3,2018
"Masvingo",2018-07-01,NA,18.3,NA,2.4,2018
"Masvingo",2018-07-04,NA,12.1,15.9,NA,2018
"Masvingo",2018-07-05,23.9,12,NA,11,2018
"Masvingo",2018-07-06,6.1,10.1,NA,9.2,2018
"Masvingo",2018-07-07,0.5,13,NA,10,2018
"Masvingo",2018-07-08,0,13.2,16.2,NA,2018
"Masvingo",2018-07-09,0,15.3,NA,12.1,2018
"Masvingo",2018-07-10,0,14.8,19.1,NA,2018
"Masvingo",2018-07-13,NA,17.7,NA,NA,2018
"Masvingo",2018-07-14,0,16.4,NA,9.9,2018
"Masvingo",2018-07-18,0.3,10.6,NA,8.1,2018
"Masvingo",2018-07-20,NA,9.7,19,NA,2018
"Masvingo",2018-07-22,NA,15.4,18.1,5.2,2018
"Masvingo",2018-07-23,0,10.8,NA,5.1,2018
"Masvingo",2018-07-24,0.5,15.2,NA,10.5,2018
"Masvingo",2018-07-25,0,14.1,21.8,NA,2018
"Masvingo",2018-07-26,NA,12.8,NA,2.4,2018
"Masvingo",2018-07-27,NA,14,24.4,NA,2018
"Masvingo",2018-07-28,NA,17,23.7,4.4,2018
"Masvingo",2018-07-29,NA,18.6,NA,5.1,2018
"Masvingo",2018-07-30,NA,15.6,26,5.1,2018
"Masvingo",2018-07-31,NA,17,NA,5.7,2018
"Masvingo",2018-08-01,NA,18.2,28.2,6.6,2018
"Masvingo",2018-08-02,NA,9.3,NA,NA,2018
"Masvingo",2018-08-03,NA,19.8,NA,NA,2018
"Masvingo",2018-08-04,NA,20.2,27.3,6.4,2018
"Masvingo",2018-08-06,NA,22.3,32,8.8,2018
"Masvingo",2018-08-07,NA,24.6,34.5,9.2,2018
"Masvingo",2018-08-08,NA,20.3,NA,12.5,2018
"Masvingo",2018-08-10,NA,21.2,NA,9.5,2018
"Masvingo",2018-08-11,NA,25.2,NA,12.1,2018
"Masvingo",2018-08-13,NA,25.4,NA,9.9,2018
"Masvingo",2018-08-14,NA,21.3,NA,12.8,2018
"Masvingo",2018-08-15,NA,22.4,NA,11.5,2018
"Masvingo",2018-08-16,NA,26,NA,NA,2018
"Masvingo",2018-08-17,NA,27.3,NA,NA,2018
"Masvingo",2018-08-31,NA,21.8,NA,5.2,2018
"Masvingo",2018-09-01,NA,23.1,NA,7,2018
"Masvingo",2018-09-12,NA,24.8,NA,NA,2018
"Masvingo",2018-09-23,NA,26,NA,12.5,2018
"Masvingo",2018-09-26,NA,30.9,NA,14.7,2018
"Masvingo",2018-09-27,NA,27.6,NA,NA,2018
"Masvingo",2018-09-28,NA,25.6,NA,16,2018
"Masvingo",2018-10-02,NA,28.2,NA,NA,2018
"Masvingo",2018-10-04,NA,16.4,NA,NA,2018
"Masvingo",2018-10-05,NA,17.2,NA,NA,2018
"Masvingo",2018-10-13,NA,25.3,NA,16.5,2018
"Masvingo",2018-10-15,0,21.5,33,15.6,2018
"Masvingo",2018-10-18,0,17.9,NA,NA,2018
"Masvingo",2018-10-19,0,19.2,NA,15.4,2018
"Masvingo",2018-10-20,NA,24.2,31.5,14.4,2018
"Masvingo",2018-10-21,0,14.7,17,13.4,2018
"Masvingo",2018-10-23,NA,17.8,22,8.6,2018
"Masvingo",2018-10-28,NA,21.3,NA,13,2018
"Masvingo",2018-11-02,0,20.4,NA,18.1,2018
"Masvingo",2018-11-03,NA,17.5,NA,NA,2018
"Masvingo",2018-11-07,NA,16.2,NA,NA,2018
"Masvingo",2018-11-12,NA,25.2,NA,10.6,2018
"Masvingo",2018-11-13,NA,25.2,NA,12.7,2018
"Masvingo",2018-11-15,NA,26.1,NA,NA,2018
"Masvingo",2018-11-17,NA,28.2,NA,15.5,2018
"Masvingo",2018-11-26,NA,26.8,NA,18,2018
"Masvingo",2018-11-27,NA,29.8,NA,20.4,2018
"Masvingo",2018-12-03,NA,31.1,NA,17.6,2018
"Masvingo",2018-12-04,0,27.3,NA,20.9,2018
"Masvingo",2018-12-11,7.1,17.8,NA,15.8,2018
"Masvingo",2018-12-13,NA,26.2,NA,13.5,2018
"Masvingo",2018-12-14,NA,24.9,30.5,15,2018
"Masvingo",2018-12-16,NA,23.8,31.1,16.5,2018
"Masvingo",2018-12-18,NA,29.7,NA,16,2018
"Masvingo",2018-12-23,NA,25.5,NA,17,2018
"Masvingo",2018-12-24,NA,26.2,NA,16.5,2018
"Masvingo",2018-12-25,NA,30.4,NA,19.5,2018
"Masvingo",2019-01-08,NA,29.5,NA,NA,2019
"Masvingo",2019-01-10,NA,24.9,NA,NA,2019
"Masvingo",2019-01-14,NA,29,32,18.5,2019
"Masvingo",2019-01-21,1,16.6,NA,14.5,2019
"Masvingo",2019-01-24,NA,26.4,NA,NA,2019
"Masvingo",2019-02-22,NA,23.7,27.5,15.6,2019
"Masvingo",2019-03-01,NA,26.8,NA,NA,2019
"Masvingo",2019-03-05,NA,24.4,NA,16.6,2019
"Masvingo",2019-03-08,NA,19.1,28,NA,2019
"Masvingo",2019-03-14,NA,22.8,NA,14,2019
"Masvingo",2019-03-22,NA,22.4,27.4,15.4,2019
"Masvingo",2019-03-23,7.9,21.3,25.7,17.8,2019
"Masvingo",2019-03-31,NA,23.1,NA,13.6,2019
"Masvingo",2019-04-01,NA,24.2,NA,13.1,2019
