"station","latitude","longitude","Year","precipitation","DATE"
"Matopos",-20.38,28.5,2017,667,2017-10-01
"Matopos",-20.38,28.5,2017,856,2017-11-01
"Matopos",-20.38,28.5,2017,784,2017-12-01
"Matopos",-20.38,28.5,2018,1354,2018-01-01
"Matopos",-20.38,28.5,2018,746,2018-02-01
"Matopos",-20.38,28.5,2018,213,2018-04-01
"Matopos",-20.38,28.5,2018,274,2018-05-01
"Matopos",-20.38,28.5,2018,0,2018-06-01
"Matopos",-20.38,28.5,2020,52,2020-10-01
"Matopos",-20.38,28.5,2020,868,2020-11-01
"Matopos",-20.38,28.5,2020,438,2020-12-01
"Matopos",-20.38,28.5,2019,756,2019-01-01
"Matopos",-20.38,28.5,2019,28,2019-02-01
"Matopos",-20.38,28.5,2019,681,2019-03-01
"Matopos",-20.38,28.5,2019,0,2019-04-01
"Matopos",-20.38,28.5,2019,112,2019-10-01
"Matopos",-20.38,28.5,2019,561,2019-11-01
"Matopos",-20.38,28.5,2019,1737,2019-12-01
"Matopos",-20.38,28.5,2021,1286,2021-01-01
"Matopos",-20.38,28.5,2021,1103,2021-02-01
"Matopos",-20.38,28.5,2021,487,2021-03-01
"Matopos",-20.38,28.5,2021,198,2021-04-01
"Matopos",-20.38,28.5,2021,75,2021-10-01
"Matopos",-20.38,28.5,2021,1184,2021-11-01
"Matopos",-20.38,28.5,2021,1284,2021-12-01
"Matopos",-20.38,28.5,2023,882,2023-01-01
"Matopos",-20.38,28.5,2023,231,2023-02-01
"Matopos",-20.38,28.5,2023,20,2023-03-01
"Matopos",-20.38,28.5,2023,2,2023-04-01
"Matopos",-20.38,28.5,2023,595,2023-10-01
"Matopos",-20.38,28.5,2023,689,2023-11-01
"Matopos",-20.38,28.5,2023,915,2023-12-01
"Matopos",-20.38,28.5,2022,1106,2022-01-01
"Matopos",-20.38,28.5,2022,1226,2022-02-01
"Matopos",-20.38,28.5,2022,1183,2022-03-01
"Matopos",-20.38,28.5,2022,404,2022-04-01
"Matopos",-20.38,28.5,2022,689,2022-10-01
"Matopos",-20.38,28.5,2022,961,2022-11-01
"Matopos",-20.38,28.5,2022,1628,2022-12-01
"Matopos",-20.38,28.5,2024,2939,2024-01-01
"Matopos",-20.38,28.5,2024,1644,2024-02-01
"Matopos",-20.38,28.5,2024,65,2024-03-01
"Matopos",-20.38,28.5,2024,10,2024-04-01
"Mayo",-17.87,32.28,2017,860,2017-01-01
"Mayo",-17.87,32.28,2017,2253,2017-02-01
"Mayo",-17.87,32.28,2017,612,2017-03-01
"Mayo",-17.87,32.28,2017,30,2017-04-01
"Mayo",-17.87,32.28,2018,0,2018-10-01
"Mayo",-17.87,32.28,2018,555,2018-11-01
"Mayo",-17.87,32.28,2018,1625,2018-12-01
"Mayo",-17.87,32.28,2020,1620,2020-01-01
"Mayo",-17.87,32.28,2020,1985,2020-02-01
"Mayo",-17.87,32.28,2020,650,2020-03-01
"Mayo",-17.87,32.28,2020,140,2020-04-01
"Mayo",-17.87,32.28,2020,55,2020-10-01
"Mayo",-17.87,32.28,2020,1020,2020-11-01
"Mayo",-17.87,32.28,2020,1695,2020-12-01
"Mayo",-17.87,32.28,2019,595,2019-01-01
"Mayo",-17.87,32.28,2019,270,2019-02-01
"Mayo",-17.87,32.28,2019,545,2019-03-01
"Mayo",-17.87,32.28,2019,205,2019-04-01
"Mayo",-17.87,32.28,2019,0,2019-10-01
"Mayo",-17.87,32.28,2019,695,2019-11-01
"Mayo",-17.87,32.28,2019,1979,2019-12-01
"Mayo",-17.87,32.28,2021,2755,2021-01-01
"Mayo",-17.87,32.28,2021,1628,2021-02-01
"Mayo",-17.87,32.28,2021,778,2021-03-01
"Mayo",-17.87,32.28,2021,240,2021-04-01
"Mayo",-17.87,32.28,2021,170,2021-10-01
"Mayo",-17.87,32.28,2021,1130,2021-11-01
"Mayo",-17.87,32.28,2021,985,2021-12-01
"Mayo",-17.87,32.28,2023,2505,2023-01-01
"Mayo",-17.87,32.28,2023,2034,2023-02-01
"Mayo",-17.87,32.28,2023,320,2023-03-01
"Mayo",-17.87,32.28,2023,215,2023-04-01
"Mayo",-17.87,32.28,2023,640,2023-10-01
"Mayo",-17.87,32.28,2023,0,2023-11-01
"Mayo",-17.87,32.28,2023,2120,2023-12-01
"Mayo",-17.87,32.28,2022,1525,2022-01-01
"Mayo",-17.87,32.28,2022,625,2022-02-01
"Mayo",-17.87,32.28,2022,110,2022-03-01
"Mayo",-17.87,32.28,2022,55,2022-04-01
"Mayo",-17.87,32.28,2022,650,2022-10-01
"Mayo",-17.87,32.28,2022,303,2022-11-01
"Mayo",-17.87,32.28,2022,1250,2022-12-01
"Mayo",-17.87,32.28,2024,2595,2024-01-01
"Mayo",-17.87,32.28,2024,1700,2024-02-01
"Mayo",-17.87,32.28,2024,1230,2024-03-01
"Mayo",-17.87,32.28,2024,0,2024-04-01
"Mberengwa",-20.65,29.92,2017,0,2017-01-01
"Mberengwa",-20.65,29.92,2017,1610,2017-02-01
"Mberengwa",-20.65,29.92,2017,45,2017-03-01
"Mberengwa",-20.65,29.92,2017,170,2017-04-01
"Mberengwa",-20.65,29.92,2018,101,2018-10-01
"Mberengwa",-20.65,29.92,2018,205,2018-11-01
"Mberengwa",-20.65,29.92,2018,665,2018-12-01
"Mberengwa",-20.65,29.92,2020,820,2020-01-01
"Mberengwa",-20.65,29.92,2020,520,2020-02-01
"Mberengwa",-20.65,29.92,2020,780,2020-03-01
"Mberengwa",-20.65,29.92,2020,0,2020-04-01
"Mberengwa",-20.65,29.92,2020,0,2020-10-01
"Mberengwa",-20.65,29.92,2020,260,2020-11-01
"Mberengwa",-20.65,29.92,2020,240,2020-12-01
"Mberengwa",-20.65,29.92,2019,220,2019-01-01
"Mberengwa",-20.65,29.92,2019,0,2019-02-01
"Mberengwa",-20.65,29.92,2019,495,2019-03-01
"Mberengwa",-20.65,29.92,2019,0,2019-04-01
"Mberengwa",-20.65,29.92,2019,120,2019-10-01
"Mberengwa",-20.65,29.92,2019,279,2019-11-01
"Mberengwa",-20.65,29.92,2019,2174,2019-12-01
"Mberengwa",-20.65,29.92,2021,495,2021-01-01
"Mberengwa",-20.65,29.92,2021,985,2021-02-01
"Mberengwa",-20.65,29.92,2021,30,2021-03-01
"Mberengwa",-20.65,29.92,2021,0,2021-04-01
"Mberengwa",-20.65,29.92,2021,0,2021-10-01
"Mberengwa",-20.65,29.92,2021,1210,2021-11-01
"Mberengwa",-20.65,29.92,2021,1150,2021-12-01
"Mberengwa",-20.65,29.92,2023,570,2023-01-01
"Mberengwa",-20.65,29.92,2023,0,2023-02-01
"Mberengwa",-20.65,29.92,2023,130,2023-03-01
"Mberengwa",-20.65,29.92,2023,80,2023-04-01
"Mberengwa",-20.65,29.92,2023,420,2023-10-01
"Mberengwa",-20.65,29.92,2023,220,2023-11-01
"Mberengwa",-20.65,29.92,2023,1010,2023-12-01
"Mberengwa",-20.65,29.92,2022,525,2022-01-01
"Mberengwa",-20.65,29.92,2022,975,2022-02-01
"Mberengwa",-20.65,29.92,2022,807,2022-03-01
"Mberengwa",-20.65,29.92,2022,310,2022-04-01
"Mberengwa",-20.65,29.92,2022,85,2022-10-01
"Mberengwa",-20.65,29.92,2022,975,2022-11-01
"Mberengwa",-20.65,29.92,2022,1035,2022-12-01
"Mberengwa",-20.65,29.92,2024,2430,2024-01-01
"Mberengwa",-20.65,29.92,2024,1325,2024-02-01
"Mberengwa",-20.65,29.92,2024,550,2024-03-01
"Mberengwa",-20.65,29.92,2024,90,2024-04-01
"Melfort",-17.93,31.35,2020,199,2020-10-01
"Melfort",-17.93,31.35,2020,212,2020-11-01
"Melfort",-17.93,31.35,2020,1440,2020-12-01
"Melfort",-17.93,31.35,2019,522,2019-01-01
"Melfort",-17.93,31.35,2019,229,2019-02-01
"Melfort",-17.93,31.35,2019,1285,2019-03-01
"Melfort",-17.93,31.35,2019,384,2019-04-01
"Melfort",-17.93,31.35,2019,83,2019-10-01
"Melfort",-17.93,31.35,2019,756,2019-11-01
"Melfort",-17.93,31.35,2019,1493,2019-12-01
"Melfort",-17.93,31.35,2021,1978,2021-01-01
"Melfort",-17.93,31.35,2021,2046,2021-02-01
"Melfort",-17.93,31.35,2021,766,2021-03-01
"Melfort",-17.93,31.35,2021,1250,2021-04-01
"Melfort",-17.93,31.35,2021,255,2021-10-01
"Melfort",-17.93,31.35,2021,1393,2021-11-01
"Melfort",-17.93,31.35,2021,1081,2021-12-01
"Melfort",-17.93,31.35,2023,2797,2023-01-01
"Melfort",-17.93,31.35,2023,1878,2023-02-01
"Melfort",-17.93,31.35,2023,404,2023-03-01
"Melfort",-17.93,31.35,2023,15,2023-04-01
"Melfort",-17.93,31.35,2023,711,2023-10-01
"Melfort",-17.93,31.35,2023,188,2023-11-01
"Melfort",-17.93,31.35,2023,1850,2023-12-01
"Melfort",-17.93,31.35,2022,1287,2022-01-01
"Melfort",-17.93,31.35,2022,562,2022-02-01
"Melfort",-17.93,31.35,2022,612,2022-03-01
"Melfort",-17.93,31.35,2022,179,2022-04-01
"Melfort",-17.93,31.35,2022,461,2022-10-01
"Melfort",-17.93,31.35,2022,1050,2022-11-01
"Melfort",-17.93,31.35,2022,3270,2022-12-01
"Melfort",-17.93,31.35,2024,3332,2024-01-01
"Melfort",-17.93,31.35,2024,1851,2024-02-01
"Melfort",-17.93,31.35,2024,1434,2024-03-01
"Melfort",-17.93,31.35,2024,78,2024-04-01
"Mhondoro",-18.32,30.6,2017,1563,2017-01-01
"Mhondoro",-18.32,30.6,2017,3024,2017-02-01
"Mhondoro",-18.32,30.6,2017,197,2017-03-01
"Mhondoro",-18.32,30.6,2017,210,2017-04-01
"Mhondoro",-18.32,30.6,2017,30,2017-05-01
"Mhondoro",-18.32,30.6,2017,0,2017-06-01
"Mhondoro",-18.32,30.6,2017,0,2017-07-01
"Mhondoro",-18.32,30.6,2017,181,2017-08-01
"Mhondoro",-18.32,30.6,2017,0,2017-09-01
"Mhondoro",-18.32,30.6,2017,503,2017-10-01
"Mhondoro",-18.32,30.6,2017,656,2017-11-01
"Mhondoro",-18.32,30.6,2017,580,2017-12-01
"Mhondoro",-18.32,30.6,2018,2114,2018-01-01
"Mhondoro",-18.32,30.6,2018,1951,2018-02-01
"Mhondoro",-18.32,30.6,2018,372,2018-04-01
"Mhondoro",-18.32,30.6,2018,0,2018-05-01
"Mhondoro",-18.32,30.6,2018,2,2018-06-01
"Mhondoro",-18.32,30.6,2018,0,2018-07-01
"Mhondoro",-18.32,30.6,2018,30,2018-10-01
"Mhondoro",-18.32,30.6,2018,358,2018-11-01
"Mhondoro",-18.32,30.6,2018,1330,2018-12-01
"Mhondoro",-18.32,30.6,2020,1234,2020-01-01
"Mhondoro",-18.32,30.6,2020,1729,2020-02-01
"Mhondoro",-18.32,30.6,2020,793,2020-03-01
"Mhondoro",-18.32,30.6,2020,0,2020-04-01
"Mhondoro",-18.32,30.6,2020,449,2020-10-01
"Mhondoro",-18.32,30.6,2020,520,2020-11-01
"Mhondoro",-18.32,30.6,2020,941,2020-12-01
"Mhondoro",-18.32,30.6,2019,725,2019-01-01
"Mhondoro",-18.32,30.6,2019,228,2019-02-01
"Mhondoro",-18.32,30.6,2019,1097,2019-03-01
"Mhondoro",-18.32,30.6,2019,188,2019-04-01
"Mhondoro",-18.32,30.6,2019,24,2019-10-01
"Mhondoro",-18.32,30.6,2019,678,2019-11-01
"Mhondoro",-18.32,30.6,2019,1946,2019-12-01
"Mhondoro",-18.32,30.6,2021,823,2021-01-01
"Mhondoro",-18.32,30.6,2021,2213,2021-02-01
"Mhondoro",-18.32,30.6,2021,330,2021-03-01
"Mhondoro",-18.32,30.6,2021,519,2021-04-01
"Mhondoro",-18.32,30.6,2021,204,2021-10-01
"Mhondoro",-18.32,30.6,2021,976,2021-11-01
"Mhondoro",-18.32,30.6,2021,1520,2021-12-01
"Mhondoro",-18.32,30.6,2023,1728,2023-01-01
"Mhondoro",-18.32,30.6,2023,1038,2023-02-01
"Mhondoro",-18.32,30.6,2023,87,2023-03-01
"Mhondoro",-18.32,30.6,2023,93,2023-04-01
"Mhondoro",-18.32,30.6,2023,580,2023-10-01
"Mhondoro",-18.32,30.6,2023,204,2023-11-01
"Mhondoro",-18.32,30.6,2023,1271,2023-12-01
"Mhondoro",-18.32,30.6,2022,700,2022-01-01
"Mhondoro",-18.32,30.6,2022,198,2022-02-01
"Mhondoro",-18.32,30.6,2022,51,2022-03-01
"Mhondoro",-18.32,30.6,2022,10,2022-04-01
"Mhondoro",-18.32,30.6,2022,413,2022-10-01
"Mhondoro",-18.32,30.6,2022,555,2022-11-01
"Mhondoro",-18.32,30.6,2022,2162,2022-12-01
"Mhondoro",-18.32,30.6,2024,3038,2024-01-01
"Mhondoro",-18.32,30.6,2024,1148,2024-02-01
"Mhondoro",-18.32,30.6,2024,47,2024-03-01
"Mhondoro",-18.32,30.6,2024,72,2024-04-01
"Middle-Sabi",-20.22,32.38,2017,732,2017-01-01
"Middle-Sabi",-20.22,32.38,2017,2235,2017-02-01
"Middle-Sabi",-20.22,32.38,2017,285,2017-03-01
"Middle-Sabi",-20.22,32.38,2017,275,2017-04-01
"Middle-Sabi",-20.22,32.38,2018,15,2018-05-01
"Middle-Sabi",-20.22,32.38,2018,128,2018-06-01
"Middle-Sabi",-20.22,32.38,2018,0,2018-10-01
"Middle-Sabi",-20.22,32.38,2018,550,2018-11-01
"Middle-Sabi",-20.22,32.38,2018,600,2018-12-01
"Middle-Sabi",-20.22,32.38,2020,422,2020-01-01
"Middle-Sabi",-20.22,32.38,2020,1718,2020-02-01
"Middle-Sabi",-20.22,32.38,2020,776,2020-03-01
"Middle-Sabi",-20.22,32.38,2020,0,2020-04-01
"Middle-Sabi",-20.22,32.38,2020,135,2020-10-01
"Middle-Sabi",-20.22,32.38,2020,365,2020-11-01
"Middle-Sabi",-20.22,32.38,2020,146,2020-12-01
"Middle-Sabi",-20.22,32.38,2019,370,2019-01-01
"Middle-Sabi",-20.22,32.38,2019,0,2019-02-01
"Middle-Sabi",-20.22,32.38,2019,175,2019-03-01
"Middle-Sabi",-20.22,32.38,2019,0,2019-04-01
"Middle-Sabi",-20.22,32.38,2019,84,2019-10-01
"Middle-Sabi",-20.22,32.38,2019,448,2019-11-01
"Middle-Sabi",-20.22,32.38,2019,3262,2019-12-01
"Middle-Sabi",-20.22,32.38,2021,693,2021-01-01
"Middle-Sabi",-20.22,32.38,2021,1215,2021-02-01
"Middle-Sabi",-20.22,32.38,2021,95,2021-03-01
"Middle-Sabi",-20.22,32.38,2021,85,2021-04-01
"Middle-Sabi",-20.22,32.38,2021,332,2021-10-01
"Middle-Sabi",-20.22,32.38,2021,1309,2021-11-01
"Middle-Sabi",-20.22,32.38,2021,786,2021-12-01
"Middle-Sabi",-20.22,32.38,2023,836,2023-01-01
"Middle-Sabi",-20.22,32.38,2023,125,2023-02-01
"Middle-Sabi",-20.22,32.38,2023,45,2023-03-01
"Middle-Sabi",-20.22,32.38,2023,135,2023-04-01
"Middle-Sabi",-20.22,32.38,2023,505,2023-10-01
"Middle-Sabi",-20.22,32.38,2023,54,2023-11-01
"Middle-Sabi",-20.22,32.38,2023,853,2023-12-01
"Middle-Sabi",-20.22,32.38,2022,190,2022-01-01
"Middle-Sabi",-20.22,32.38,2022,873,2022-02-01
"Middle-Sabi",-20.22,32.38,2022,25,2022-03-01
"Middle-Sabi",-20.22,32.38,2022,14,2022-04-01
"Middle-Sabi",-20.22,32.38,2022,80,2022-10-01
"Middle-Sabi",-20.22,32.38,2022,419,2022-11-01
"Middle-Sabi",-20.22,32.38,2022,292,2022-12-01
"Middle-Sabi",-20.22,32.38,2024,2352,2024-01-01
"Middle-Sabi",-20.22,32.38,2024,1000,2024-02-01
"Middle-Sabi",-20.22,32.38,2024,205,2024-03-01
"Middle-Sabi",-20.22,32.38,2024,59,2024-04-01
"Middlesex",-17.9,31.6,2017,1360,2017-01-01
"Middlesex",-17.9,31.6,2017,2740,2017-02-01
"Middlesex",-17.9,31.6,2017,770,2017-03-01
"Middlesex",-17.9,31.6,2017,135,2017-04-01
"Middlesex",-17.9,31.6,2017,0,2017-05-01
"Middlesex",-17.9,31.6,2017,0,2017-06-01
"Mphoeng",-21.22,27.87,2017,690,2017-01-01
"Mphoeng",-21.22,27.87,2017,895,2017-02-01
"Mphoeng",-21.22,27.87,2017,370,2017-03-01
"Mphoeng",-21.22,27.87,2017,480,2017-04-01
"Mphoeng",-21.22,27.87,2018,0,2018-10-01
"Mphoeng",-21.22,27.87,2018,215,2018-11-01
"Mphoeng",-21.22,27.87,2018,1621,2018-12-01
"Mphoeng",-21.22,27.87,2020,1241,2020-01-01
"Mphoeng",-21.22,27.87,2020,1409,2020-02-01
"Mphoeng",-21.22,27.87,2020,684,2020-03-01
"Mphoeng",-21.22,27.87,2020,0,2020-04-01
"Mphoeng",-21.22,27.87,2020,70,2020-10-01
"Mphoeng",-21.22,27.87,2020,360,2020-11-01
"Mphoeng",-21.22,27.87,2020,335,2020-12-01
"Mphoeng",-21.22,27.87,2019,1185,2019-01-01
"Mphoeng",-21.22,27.87,2019,80,2019-02-01
"Mphoeng",-21.22,27.87,2019,1000,2019-03-01
"Mphoeng",-21.22,27.87,2019,80,2019-04-01
"Mphoeng",-21.22,27.87,2019,461,2019-10-01
"Mphoeng",-21.22,27.87,2019,292,2019-11-01
"Mphoeng",-21.22,27.87,2019,1440,2019-12-01
"Mphoeng",-21.22,27.87,2021,930,2021-01-01
"Mphoeng",-21.22,27.87,2021,430,2021-02-01
"Mphoeng",-21.22,27.87,2021,0,2021-03-01
"Mphoeng",-21.22,27.87,2021,655,2021-04-01
"Mphoeng",-21.22,27.87,2021,0,2021-10-01
"Mphoeng",-21.22,27.87,2021,809,2021-11-01
"Mphoeng",-21.22,27.87,2021,535,2021-12-01
"Mphoeng",-21.22,27.87,2023,2601,2023-01-01
"Mphoeng",-21.22,27.87,2023,2920,2023-02-01
"Mphoeng",-21.22,27.87,2023,7,2023-03-01
"Mphoeng",-21.22,27.87,2023,0,2023-04-01
"Mphoeng",-21.22,27.87,2023,235,2023-10-01
"Mphoeng",-21.22,27.87,2023,512,2023-11-01
"Mphoeng",-21.22,27.87,2023,375,2023-12-01
"Mphoeng",-21.22,27.87,2022,740,2022-01-01
"Mphoeng",-21.22,27.87,2022,1515,2022-02-01
"Mphoeng",-21.22,27.87,2022,880,2022-03-01
"Mphoeng",-21.22,27.87,2022,0,2022-04-01
"Mphoeng",-21.22,27.87,2022,0,2022-10-01
"Mphoeng",-21.22,27.87,2022,1498,2022-11-01
"Mphoeng",-21.22,27.87,2022,453,2022-12-01
"Mphoeng",-21.22,27.87,2024,2876,2024-01-01
"Mphoeng",-21.22,27.87,2024,1099,2024-02-01
"Mphoeng",-21.22,27.87,2024,42,2024-03-01
"Mphoeng",-21.22,27.87,2024,0,2024-04-01
"Mount-Darwin",-16.783,31.583,2017,2120,2017-01-01
"Mount-Darwin",-16.783,31.583,2017,3043,2017-02-01
"Mount-Darwin",-16.783,31.583,2017,458,2017-03-01
"Mount-Darwin",-16.783,31.583,2017,0,2017-04-01
"Mount-Darwin",-16.783,31.583,2017,119,2017-05-01
"Mount-Darwin",-16.783,31.583,2017,0,2017-06-01
"Mount-Darwin",-16.783,31.583,2017,0,2017-07-01
"Mount-Darwin",-16.783,31.583,2017,34,2017-08-01
"Mount-Darwin",-16.783,31.583,2017,0,2017-09-01
"Mount-Darwin",-16.783,31.583,2017,0,2017-10-01
"Mount-Darwin",-16.783,31.583,2017,266,2017-11-01
"Mount-Darwin",-16.783,31.583,2017,4051,2017-12-01
"Mount-Darwin",-16.783,31.583,2018,3416,2018-01-01
"Mount-Darwin",-16.783,31.583,2018,1388,2018-02-01
"Mount-Darwin",-16.46,31.35,2018,170,2018-03-01
"Mount-Darwin",-16.78,31.58,2018,184,2018-04-01
"Mount-Darwin",-16.78,31.58,2018,0,2018-05-01
"Mount-Darwin",-16.78,31.58,2018,0,2018-06-01
"Mount-Darwin",-16.78,31.58,2018,0,2018-07-01
"Mount-Darwin",-16.78,31.58,2018,3,2018-08-01
"Mount-Darwin",-16.78,31.58,2018,0,2018-09-01
"Mount-Darwin",-16.78,31.58,2018,26,2018-10-01
"Mount-Darwin",-16.78,31.58,2018,722,2018-11-01
"Mount-Darwin",-16.78,31.58,2018,2621,2018-12-01
"Mount-Darwin",-16.78,31.58,2020,1884,2020-01-01
"Mount-Darwin",-16.78,31.58,2020,2082,2020-02-01
"Mount-Darwin",-16.78,31.58,2020,714,2020-03-01
"Mount-Darwin",-16.78,31.58,2020,27,2020-04-01
"Mount-Darwin",-16.46,31.35,2020,0,2020-05-01
"Mount-Darwin",-16.46,31.35,2020,0,2020-06-01
"Mount-Darwin",-16.46,31.35,2020,0,2020-07-01
"Mount-Darwin",-16.46,31.35,2020,0,2020-08-01
"Mount-Darwin",-16.46,31.35,2020,0,2020-09-01
"Mount-Darwin",-16.78,31.58,2020,11,2020-10-01
"Mount-Darwin",-16.78,31.58,2020,974,2020-11-01
"Mount-Darwin",-16.78,31.58,2020,1135,2020-12-01
"Mount-Darwin",-16.78,31.58,2019,938,2019-01-01
"Mount-Darwin",-16.78,31.58,2019,231,2019-02-01
"Mount-Darwin",-16.78,31.58,2019,724,2019-03-01
"Mount-Darwin",-16.78,31.58,2019,52,2019-04-01
"Mount-Darwin",-16.46,31.35,2019,0,2019-05-01
"Mount-Darwin",-16.46,31.35,2019,0,2019-06-01
"Mount-Darwin",-16.46,31.35,2019,0,2019-07-01
"Mount-Darwin",-16.46,31.35,2019,0,2019-08-01
"Mount-Darwin",-16.46,31.35,2019,0,2019-09-01
"Mount-Darwin",-16.78,31.58,2019,0,2019-10-01
"Mount-Darwin",-16.78,31.58,2019,503,2019-11-01
"Mount-Darwin",-16.78,31.58,2019,2647,2019-12-01
"Mount-Darwin",-16.78,31.58,2021,1042,2021-01-01
"Mount-Darwin",-16.78,31.58,2021,3762,2021-02-01
"Mount-Darwin",-16.78,31.58,2021,461,2021-03-01
"Mount-Darwin",-16.78,31.58,2021,438,2021-04-01
"Mount-Darwin",-16.46,31.35,2021,0,2021-05-01
"Mount-Darwin",-16.46,31.35,2021,0,2021-06-01
"Mount-Darwin",-16.46,31.35,2021,0,2021-07-01
"Mount-Darwin",-16.46,31.35,2021,0,2021-08-01
"Mount-Darwin",-16.46,31.35,2021,0,2021-09-01
"Mount-Darwin",-16.78,31.58,2021,0,2021-10-01
"Mount-Darwin",-16.78,31.58,2021,1167,2021-11-01
"Mount-Darwin",-16.78,31.58,2021,470,2021-12-01
"Mount-Darwin",-16.78,31.58,2023,1030,2023-01-01
"Mount-Darwin",-16.78,31.58,2023,326,2023-02-01
"Mount-Darwin",-16.78,31.58,2023,20,2023-03-01
"Mount-Darwin",-16.78,31.58,2023,0,2023-04-01
"Mount-Darwin",-16.46,31.35,2023,0,2023-05-01
"Mount-Darwin",-16.46,31.35,2023,0,2023-06-01
"Mount-Darwin",-16.78,31.58,2023,602,2023-10-01
"Mount-Darwin",-16.78,31.58,2023,0,2023-11-01
"Mount-Darwin",-16.78,31.58,2023,2027,2023-12-01
"Mount-Darwin",-16.78,31.58,2022,1613,2022-01-01
"Mount-Darwin",-16.78,31.58,2022,621,2022-02-01
"Mount-Darwin",-16.78,31.58,2022,237,2022-03-01
"Mount-Darwin",-16.78,31.58,2022,71,2022-04-01
"Mount-Darwin",-16.78,31.58,2022,14,2022-10-01
"Mount-Darwin",-16.78,31.58,2022,120,2022-11-01
"Mount-Darwin",-16.78,31.58,2022,1871,2022-12-01
"Mount-Darwin",-16.78,31.58,2024,1531,2024-01-01
"Mount-Darwin",-16.78,31.58,2024,1977,2024-02-01
"Mount-Darwin",-16.78,31.58,2024,1348,2024-03-01
"Mount-Darwin",-16.78,31.58,2024,2,2024-04-01
"Mukandi",-18.68,32.82,2017,2875,2017-01-01
"Mukandi",-18.68,32.82,2017,5824,2017-02-01
"Mukandi",-18.68,32.82,2017,1080,2017-03-01
"Mukandi",-18.68,32.82,2017,1336,2017-04-01
"Mukandi",-18.68,32.82,2017,160,2017-05-01
"Mukandi",-18.68,32.82,2017,110,2017-06-01
"Mukandi",-18.68,32.82,2017,83,2017-07-01
"Mukandi",-18.68,32.82,2017,260,2017-08-01
"Mukandi",-18.68,32.82,2017,427,2017-09-01
"Mukandi",-18.68,32.82,2017,1162,2017-10-01
"Mukandi",-18.68,32.82,2017,1477,2017-11-01
"Mukandi",-18.68,32.82,2017,3064,2017-12-01
"Mukandi",-18.68,32.82,2018,4963,2018-01-01
"Mukandi",-18.68,32.82,2018,2955,2018-02-01
"Mukandi",-18.68,32.82,2018,817,2018-04-01
"Mukandi",-18.68,32.82,2018,144,2018-05-01
"Mukandi",-18.68,32.82,2018,407,2018-06-01
"Mukandi",-18.68,32.82,2018,119,2018-07-01
"Mukandi",-18.68,32.82,2018,356,2018-10-01
"Mukandi",-18.68,32.82,2018,973,2018-11-01
"Mukandi",-18.68,32.82,2018,1983,2018-12-01
"Mukandi",-18.68,32.82,2020,885,2020-01-01
"Mukandi",-18.68,32.82,2020,2035,2020-02-01
"Mukandi",-18.68,32.82,2020,2019,2020-03-01
"Mukandi",-18.68,32.82,2020,123,2020-04-01
"Mukandi",-18.68,32.82,2020,14,2020-10-01
"Mukandi",-18.68,32.82,2020,1217,2020-11-01
"Mukandi",-18.68,32.82,2020,1004,2020-12-01
"Mukandi",-18.68,32.82,2019,958,2019-01-01
"Mukandi",-18.68,32.82,2019,227,2019-02-01
"Mukandi",-18.68,32.82,2019,1722,2019-03-01
"Mukandi",-18.68,32.82,2019,557,2019-04-01
"Mukandi",-18.68,32.82,2019,69,2019-10-01
"Mukandi",-18.68,32.82,2019,1173,2019-11-01
"Mukandi",-18.68,32.82,2019,3228,2019-12-01
"Mukandi",-18.68,32.82,2021,3238,2021-01-01
"Mukandi",-18.68,32.82,2021,3732,2021-02-01
"Mukandi",-18.68,32.82,2021,1748,2021-03-01
"Mukandi",-18.68,32.82,2021,426,2021-04-01
"Mukandi",-18.68,32.82,2021,366,2021-10-01
"Mukandi",-18.68,32.82,2021,2524,2021-11-01
"Mukandi",-18.68,32.82,2021,1090,2021-12-01
"Mukandi",-18.68,32.82,2023,4257,2023-01-01
"Mukandi",-18.68,32.82,2023,837,2023-02-01
"Mukandi",-18.68,32.82,2023,817,2023-03-01
"Mukandi",-18.68,32.82,2023,171,2023-04-01
"Mukandi",-18.68,32.82,2023,579,2023-10-01
"Mukandi",-18.68,32.82,2023,83,2023-11-01
"Mukandi",-18.68,32.82,2023,2627,2023-12-01
"Mukandi",-18.68,32.82,2022,1747,2022-01-01
"Mukandi",-18.68,32.82,2022,751,2022-02-01
"Mukandi",-18.68,32.82,2022,722,2022-03-01
"Mukandi",-18.68,32.82,2022,71,2022-04-01
"Mukandi",-18.68,32.82,2022,444,2022-10-01
"Mukandi",-18.68,32.82,2022,1401,2022-11-01
"Mukandi",-18.68,32.82,2022,3997,2022-12-01
"Mukandi",-18.68,32.82,2024,4631,2024-01-01
"Mukandi",-18.68,32.82,2024,3715,2024-02-01
"Mukandi",-18.68,32.82,2024,754,2024-03-01
"Mukandi",-18.68,32.82,2024,443,2024-04-01
"Murehwa",-17.37,31.48,2017,2270,2017-01-01
"Murehwa",-17.37,31.48,2017,2300,2017-02-01
"Murehwa",-17.37,31.48,2017,270,2017-03-01
"Murehwa",-17.37,31.48,2017,0,2017-04-01
"Murehwa",-17.37,31.48,2017,0,2017-06-01
"Murehwa",-17.37,31.48,2017,0,2017-07-01
"Murehwa",-17.37,31.48,2017,70,2017-08-01
"Murehwa",-17.37,31.48,2017,0,2017-09-01
"Murehwa",-17.37,31.48,2017,60,2017-10-01
