country,station,yield
Zimbabwe,Chisumbanje,4.87049399198932
Zimbabwe,Chisumbanje,4.86479750778816
Zimbabwe,Chisumbanje,4.85931025210084
Zimbabwe,Chisumbanje,4.85814857142857
Zimbabwe,Harare,4.83602895238095
Zimbabwe,Chisumbanje,4.83347361344538
Zimbabwe,Chisumbanje,4.79792403361345
Zimbabwe,Chisumbanje,4.77815036414566
Zimbabwe,Chisumbanje,4.77691159663866
Zimbabwe,Chisumbanje,4.76011204481793
Zimbabwe,Chisumbanje,4.75716661064426
Zimbabwe,Chisumbanje,4.73898128851541
Zimbabwe,Chisumbanje,4.73334677871149
Zimbabwe,Chisumbanje,4.72972369747899
Zimbabwe,Chisumbanje,4.72281277310924
Zimbabwe,Chisumbanje,4.68623238095238
Zimbabwe,Harare,4.68439568253968
Zimbabwe,Harare,4.66663822222222
Zimbabwe,Chisumbanje,4.6647968627451
Zimbabwe,Chisumbanje,4.62434957983193
Zimbabwe,Harare,4.601344
Zimbabwe,Chisumbanje,4.5840062745098
Zimbabwe,Chisumbanje,4.5748974789916
Zimbabwe,Harare,4.56831593650794
Zimbabwe,Chisumbanje,4.56795428571429
Zimbabwe,Harare,4.5242819047619
Zimbabwe,Harare,4.50523022222222
Zimbabwe,Chisumbanje,4.49872672268907
Zimbabwe,Chisumbanje,4.49004100840336
Zimbabwe,Chisumbanje,4.47087327731092
Zimbabwe,Chisumbanje,4.45488224089636
Zimbabwe,Chisumbanje,4.45314509803922
Zimbabwe,Chisumbanje,4.44423170868347
Zimbabwe,Chisumbanje,4.43915294117647
Zimbabwe,Chisumbanje,4.4382368627451
Zimbabwe,Chisumbanje,4.40454991596639
Zimbabwe,Chisumbanje,4.40158655462185
Zimbabwe,Chisumbanje,4.36201411764706
Zimbabwe,Chisumbanje,4.35517490196078
Zimbabwe,Chisumbanje,4.3523818487395
Zimbabwe,Chisumbanje,4.35076661064426
Zimbabwe,Chisumbanje,4.31273949579832
Zimbabwe,Harare,4.30587733333333
Zimbabwe,Chisumbanje,4.30087170868347
