"country","year","location","yield","region","average_temperature","SUM_PRCP","log_yield"
"Zimbabwe","2021","Cimmyt Harare",10.6859377777778,"Region 1",19.75,606.2,2.36892865073908
"Zimbabwe","2021","Cimmyt Harare",12.0939235555556,"Region 1",19.75,606.2,2.49270314097406
"Zimbabwe","2021","Cimmyt Harare",11.5211824761905,"Region 1",19.75,606.2,2.4441872955027
"Zimbabwe","2021","Cimmyt Harare",11.4710674285714,"Region 1",19.75,606.2,2.43982798945912
"Zimbabwe","2021","Cimmyt Harare",13.318656,"Region 1",19.75,606.2,2.5891657591205
"Zimbabwe","2021","Cimmyt Harare",6.66995809523809,"Region 1",19.75,606.2,1.8976135773348
"Zimbabwe","2021","Cimmyt Harare",13.6867352380952,"Region 1",19.75,606.2,2.61642713299989
"Zimbabwe","2021","Cimmyt Harare",10.1428175238095,"Region 1",19.75,606.2,2.31676582187508
"Zimbabwe","2021","Cimmyt Harare",13.7247288888889,"Region 1",19.75,606.2,2.61919923411408
"Zimbabwe","2021","Cimmyt Harare",11.0897330793651,"Region 1",19.75,606.2,2.40601973248517
"Zimbabwe","2021","Cimmyt Harare",8.73718653968254,"Region 1",19.75,606.2,2.1675882316297
"Zimbabwe","2021","Cimmyt Harare",13.0919212698413,"Region 1",19.75,606.2,2.57199534301264
"Zimbabwe","2021","Cimmyt Harare",11.4344716190476,"Region 1",19.75,606.2,2.43663261906545
"Zimbabwe","2021","Cimmyt Harare",9.62416355555555,"Region 1",19.75,606.2,2.26427697307863
"Zimbabwe","2021","Cimmyt Harare",5.63541333333333,"Region 1",19.75,606.2,1.72907049588124
"Zimbabwe","2021","Cimmyt Harare",13.3448452063492,"Region 1",19.75,606.2,2.59113018341486
"Zimbabwe","2021","Cimmyt Harare",8.09486222222222,"Region 1",19.75,606.2,2.09122956687632
"Zimbabwe","2021","Cimmyt Harare",12.2203428571429,"Region 1",19.75,606.2,2.50310201039919
"Zimbabwe","2021","Cimmyt Harare",11.3151735873016,"Region 1",19.75,606.2,2.42614462031131
"Zimbabwe","2021","Cimmyt Harare",10.935808,"Region 1",19.75,606.2,2.39204254257404
"Zimbabwe","2021","Cimmyt Harare",12.6818336507936,"Region 1",19.75,606.2,2.54017054823815
"Zimbabwe","2021","Cimmyt Harare",12.4241066666667,"Region 1",19.75,606.2,2.51963867134291
"Zimbabwe","2021","Cimmyt Harare",8.72517485714286,"Region 1",19.75,606.2,2.16621250882095
"Zimbabwe","2021","Cimmyt Harare",10.86592,"Region 1",19.75,606.2,2.38563128568736
"Zimbabwe","2021","Cimmyt Harare",11.1524124444444,"Region 1",19.75,606.2,2.41165583723353
"Zimbabwe","2021","Cimmyt Harare",11.1662445714286,"Region 1",19.75,606.2,2.41289534987493
"Zimbabwe","2021","Cimmyt Harare",10.2239573333333,"Region 1",19.75,606.2,2.3247337244392
"Zimbabwe","2021","Cimmyt Harare",12.2219438730159,"Region 1",19.75,606.2,2.50323301417089
"Zimbabwe","2021","Cimmyt Harare",11.5038963809524,"Region 1",19.75,606.2,2.44268579371911
"Zimbabwe","2022","Rattray-Arnold",1.5524087394958,"Region 4",20.0833333333333,99.8,0.43980775016425
"Zimbabwe","2022","Rattray-Arnold",1.59945142857143,"Region 4",20.0833333333333,99.8,0.469660713313931
"Zimbabwe","2022","Rattray-Arnold",0.674432717086835,"Region 4",20.0833333333333,99.8,-0.393883360590368
"Zimbabwe","2022","Rattray-Arnold",1.08210554621849,"Region 4",20.0833333333333,99.8,0.0789087230037247
"Zimbabwe","2022","Rattray-Arnold",1.1918843697479,"Region 4",20.0833333333333,99.8,0.175535558692795
"Zimbabwe","2022","Rattray-Arnold",0.501903417366947,"Region 4",20.0833333333333,99.8,-0.689347573484204
"Zimbabwe","2022","Rattray-Arnold",1.42679843137255,"Region 4",20.0833333333333,99.8,0.355433075099521
"Zimbabwe","2022","Rattray-Arnold",0.611694789915966,"Region 4",20.0833333333333,99.8,-0.491521830154285
"Zimbabwe","2022","Rattray-Arnold",3.2145837535014,"Region 4",20.0833333333333,99.8,1.16769787916807
"Zimbabwe","2022","Rattray-Arnold",1.72351820728291,"Region 4",20.0833333333333,99.8,0.5443676710518
"Zimbabwe","2022","Rattray-Arnold",0.658672941176471,"Region 4",20.0833333333333,99.8,-0.417528163310168
"Zimbabwe","2022","Rattray-Arnold",1.86645333333333,"Region 4",20.0833333333333,99.8,0.624040016827596
"Zimbabwe","2022","Rattray-Arnold",2.62552380952381,"Region 4",20.0833333333333,99.8,0.965280422622096
"Zimbabwe","2022","Rattray-Arnold",0.988122352941177,"Region 4",20.0833333333333,99.8,-0.0119487498923979
"Zimbabwe","2022","Rattray-Arnold",2.05497008403361,"Region 4",20.0833333333333,99.8,0.720261290194356
"Zimbabwe","2022","Rattray-Arnold",1.83424537815126,"Region 4",20.0833333333333,99.8,0.606633158860263
"Zimbabwe","2022","Rattray-Arnold",1.44264246498599,"Region 4",20.0833333333333,99.8,0.366476477078696
"Zimbabwe","2022","Rattray-Arnold",3.45406386554622,"Region 4",20.0833333333333,99.8,1.23955146986803
"Zimbabwe","2022","Rattray-Arnold",0.752769075630252,"Region 4",20.0833333333333,99.8,-0.283996770685646
"Zimbabwe","2022","Rattray-Arnold",2.14852840336134,"Region 4",20.0833333333333,99.8,0.764783144234586
"Zimbabwe","2022","Rattray-Arnold",0.0784224089635854,"Region 4",20.0833333333333,99.8,-2.54564556384983
"Zimbabwe","2022","Rattray-Arnold",1.58377053221288,"Region 4",20.0833333333333,99.8,0.459808416870915
"Zimbabwe","2022","Rattray-Arnold",3.30856694677871,"Region 4",20.0833333333333,99.8,1.196515149048
"Zimbabwe","2022","Rattray-Arnold",1.81856806722689,"Region 4",20.0833333333333,99.8,0.598049415168871
"Zimbabwe","2022","Rattray-Arnold",2.63408941176471,"Region 4",20.0833333333333,99.8,0.968537547985931
"Zimbabwe","2022","Rattray-Arnold",0.815593053221288,"Region 4",20.0833333333333,99.8,-0.203839757702504
"Zimbabwe","2022","Rattray-Arnold",2.54256044817927,"Region 4",20.0833333333333,99.8,0.933171623753046
"Zimbabwe","2022","Rattray-Arnold",2.65234285714286,"Region 4",20.0833333333333,99.8,0.975443346449581
"Zimbabwe","2022","Rattray-Arnold",1.56808963585434,"Region 4",20.0833333333333,99.8,0.449858086017749
"Zimbabwe","2022","Rattray-Arnold",2.10143193277311,"Region 4",20.0833333333333,99.8,0.742618985108879
"Zimbabwe","2022","Rattray-Arnold",1.45832336134454,"Region 4",20.0833333333333,99.8,0.377287393182917
"Zimbabwe","2022","Rattray-Arnold",0.721486162464986,"Region 4",20.0833333333333,99.8,-0.326442079794836
"Zimbabwe","2022","Rattray-Arnold",1.27044302521008,"Region 4",20.0833333333333,99.8,0.239365678388505
"Zimbabwe","2022","Rattray-Arnold",1.11359820728291,"Region 4",20.0833333333333,99.8,0.107596400757382
"Zimbabwe","2022","Rattray-Arnold",0.203898263305322,"Region 4",20.0833333333333,99.8,-1.59013411882239
"Zimbabwe","2022","Rattray-Arnold",0.831182521008403,"Region 4",20.0833333333333,99.8,-0.184905868041416
"Zimbabwe","2022","Rattray-Arnold",1.16051899159664,"Region 4",20.0833333333333,99.8,0.148867311610634
"Zimbabwe","2022","Rattray-Arnold",0.10979137254902,"Region 4",20.0833333333333,99.8,-2.20917332722861
"Zimbabwe","2022","Rattray-Arnold",1.94443114845938,"Region 4",20.0833333333333,99.8,0.664969465634694
