"country","year","location","yield","anthesisDate","Asi","plant_height","ear_position","stem_lodging","Epp","Ear_rot","region","total_precipitation","average_temperature","log_yield"
"Zimbabwe","2021","Chiredzi",3.79686184873949,"77","2","255.97","0.547095362737821","3.125","0.71875","10.869565217391299","Region 4",109.2,26.1666666666667,1.33417489626841
"Zimbabwe","2021","Chiredzi",3.65855551820728,"76","0","235.71","0.67464256925883503","12.5","0.84375","12.962962962962999","Region 4",109.2,26.1666666666667,1.29706840235521
"Zimbabwe","2021","Chiredzi",4.34194823529412,"73","0","246.95","0.68896537760680299","6.0606060606060597","0.84848484848484895","0","Region 4",109.2,26.1666666666667,1.46832314952739
"Zimbabwe","2021","Chiredzi",2.06964168067227,"80","0","226.18","0.51538597577150902","0","0.85714285714285698","0","Region 4",109.2,26.1666666666667,0.727375491169042
"Zimbabwe","2021","Chiredzi",3.781078767507,"78","-2","218.72","0.69797000731528902","9.375","0.8125","1.92307692307692","Region 4",109.2,26.1666666666667,1.33000935714539
"Zimbabwe","2021","Chiredzi",3.41042016806723,"78","-2","217.77","0.68788171006107401","3.0303030303030298","0.81818181818181801","3.7037037037037002","Region 4",109.2,26.1666666666667,1.22683550014691
"Zimbabwe","2021","Chiredzi",4.40094117647059,"76","2","231.61","0.67928845904753699","0","0.84848484848484895","8.9285714285714306","Region 4",109.2,26.1666666666667,1.48181842179339
"Zimbabwe","2021","Chiredzi",3.47351305322129,"80","0","251.56","0.66751470822070302","3.4482758620689702","0.68965517241379304","0","Region 4",109.2,26.1666666666667,1.24516648908855
"Zimbabwe","2021","Chiredzi",3.71991663865546,"77","1","252.38","0.64529677470480995","12.1212121212121","0.75757575757575801","4","Region 4",109.2,26.1666666666667,1.31370125907038
"Zimbabwe","2021","Chiredzi",3.47491854341737,"76","2","239.49","0.64282433504530501","11.764705882352899","0.76470588235294101","9.6153846153846096","Region 4",109.2,26.1666666666667,1.24557103799881
"Zimbabwe","2021","Chiredzi",4.38322016806723,"78","0","228.79","0.52760173084488005","18.181818181818201","0.69696969696969702","6.5217391304347796","Region 4",109.2,26.1666666666667,1.47778365245142
"Zimbabwe","2021","Chiredzi",4.83347361344538,"77","1","231.84","0.62469806763284996","0","0.78787878787878796","9.6153846153846096","Region 4",109.2,26.1666666666667,1.5755653838087
"Zimbabwe","2021","Chiredzi",3.8147818487395,"82","4","232.95","0.67546683837733401","0","0.83870967741935498","13.461538461538501","Region 4",109.2,26.1666666666667,1.33888348059541
"Zimbabwe","2021","Chiredzi",5.98089142857143,"74","-1","226.43","0.65190124983438602","2.9411764705882399","0.82352941176470595","17.8571428571429","Region 4",109.2,26.1666666666667,1.78856962517594
"Zimbabwe","2021","Chiredzi",6.27877647058824,"76","1","231.5","0.70738660907127404","0","0.91176470588235303","0","Region 4",109.2,26.1666666666667,1.8371751319742
"Zimbabwe","2021","Chiredzi",4.25089075630252,"77","1","246.77","0.624670746038822","5.8823529411764701","0.85294117647058798","6.8965517241379297","Region 4",109.2,26.1666666666667,1.44712855069371
"Zimbabwe","2021","Chiredzi",4.67114666666667,"81","2","270.01","0.66664197622310295","6.25","0.875","3.5714285714285698","Region 4",109.2,26.1666666666667,1.54140458044185
"Zimbabwe","2021","Chiredzi",3.95091899159664,"74","1","262.83999999999997","0.58324455942778897","0","0.84848484848484895","7.1428571428571397","Region 4",109.2,26.1666666666667,1.37394820795321
"Zimbabwe","2021","Chiredzi",5.06352941176471,"76","1","257.58","0.56549421538939404","6.6666666666666696","0.8","6.25","Region 4",109.2,26.1666666666667,1.62206375235726
"Zimbabwe","2021","Chiredzi",5.83814633053221,"73","-3","238.13","0.54604627724352295","0","0.88235294117647101","6.6666666666666696","Region 4",109.2,26.1666666666667,1.76441333729974
"Zimbabwe","2021","Chiredzi",5.36734117647059,"76","1","231.3","0.55205361003026399","0","0.87878787878787901","6.8965517241379297","Region 4",109.2,26.1666666666667,1.68033266048123
"Zimbabwe","2021","Chiredzi",5.07984672268908,"73","0","240.05","0.64749010622786896","0","0.87878787878787901","3.4482758620689702","Region 4",109.2,26.1666666666667,1.62528108843619
"Zimbabwe","2021","Chiredzi",4.72281277310924,"77","1","222.75","0.65032547699214405","3.2258064516128999","0.80645161290322598","10","Region 4",109.2,26.1666666666667,1.55240454860997
"Zimbabwe","2021","Chisumbanje",5.16133826330532,"80","1","169","0.66863905325443795","0","0.81818181818181801","7.4074074074074101","Region 4",148.6,22.25,1.64119589922095
"Zimbabwe","2021","Chisumbanje",6.04495238095238,"83","1","186","0.60215053763440896","3.4482758620689702","0.82758620689655205","4.1666666666666696","Region 4",148.6,22.25,1.7992236066085
"Zimbabwe","2021","Chisumbanje",4.77815036414566,"81","2","207","0.458937198067633","0","0.81818181818181801","3.7037037037037002","Region 4",148.6,22.25,1.56405351851009
"Zimbabwe","2021","Chisumbanje",4.43915294117647,"85","1","220","0.57727272727272705","0","0.78787878787878796","3.8461538461538498","Region 4",148.6,22.25,1.49046357922919
"Zimbabwe","2021","Chisumbanje",5.60977030812325,"88","2","200","0.6","7.1428571428571397","0.78571428571428603","9.0909090909090899","Region 4",148.6,22.25,1.72450977540287
"Zimbabwe","2021","Chisumbanje",5.79391462184874,"83","0","214","0.51869158878504695","9.0909090909090899","0.87878787878787901","10.3448275862069","Region 4",148.6,22.25,1.75680816362394
"Zimbabwe","2021","Chisumbanje",3.84998543417367,"82","2","184","0.47826086956521702","0","0.88461538461538503","4.3478260869565197","Region 4",148.6,22.25,1.34806936496102
"Zimbabwe","2021","Chisumbanje",4.26669535014006,"84","2","186","0.61827956989247301","0","0.69230769230769196","11.1111111111111","Region 4",148.6,22.25,1.45083960492394
"Zimbabwe","2021","Chisumbanje",4.4382368627451,"83","1","177","0.48587570621468901","0","0.76","5.2631578947368398","Region 4",148.6,22.25,1.49025719459253
"Zimbabwe","2021","Chisumbanje",5.54817075630252,"85","3","188","0.47872340425531901","0","0.88","4.5454545454545503","Region 4",148.6,22.25,1.71346827997148
"Zimbabwe","2021","Chisumbanje",4.89961411764706,"86","1","190","0.5","10","0.93333333333333302","3.5714285714285698","Region 4",148.6,22.25,1.58915645051492
"Zimbabwe","2021","Chisumbanje",4.40158655462185,"82","2","224","0.64732142857142905","3.125","0.8125","3.8461538461538498","Region 4",148.6,22.25,1.48196505652653
"Zimbabwe","2021","Chisumbanje",4.85931025210084,"82","0","205","0.48780487804877998","9.0909090909090899","0.78787878787878796","3.8461538461538498","Region 4",148.6,22.25,1.58089650440428
"Zimbabwe","2021","Chisumbanje",4.89773176470588,"83","2","214","0.50467289719626196","0","0.82352941176470595","7.1428571428571397","Region 4",148.6,22.25,1.58877219278085
"Zimbabwe","2021","Chisumbanje",4.94801568627451,"82","3","225","0.59555555555555595","3.0303030303030298","0.87878787878787901","3.4482758620689702","Region 4",148.6,22.25,1.59898662475046
"Zimbabwe","2021","Chisumbanje",3.18742588235294,"83","2","212","0.63679245283018904","9.375","0.6875","4.5454545454545503","Region 4",148.6,22.25,1.15921365761904
"Zimbabwe","2021","Chisumbanje",4.73334677871149,"87","0","188","0.58510638297872297","12.5","0.625","20","Region 4",148.6,22.25,1.55463251650792
"Zimbabwe","2021","Chisumbanje",1.72371540616247,"86","-1","233","0.52360515021459197","0","0.88888888888888895","6.25","Region 4",148.6,22.25,0.544482080982711
