"country","year","location","yield"
"Zambia",2021,"Kakushi","9.96392156862743"
"Zambia",2021,"Kakushi","9.38666666666665"
"Zambia",2021,"Kakushi","8.95999999999998"
"Zambia",2021,"Kakushi","8.01882352941175"
"Zambia",2021,"Kakushi","6.50039215686273"
"Zambia",2021,"Kakushi","5.3835294117647"
"Zambia",2021,"Kakushi","6.03607843137254"
"Zambia",2021,"Kakushi","6.88941176470587"
"Zambia",2021,"Kakushi","7.61725490196077"
"Zambia",2021,"Kakushi","8.19450980392156"
"Zambia",2021,"Kakushi","6.95215686274509"
"Zambia",2021,"Kakushi","7.7427450980392"
"Zambia",2021,"Kakushi","7.03999999999999"
"Zambia",2021,"Kakushi","7.94352941176469"
"Zambia",2021,"Kakushi","6.71372549019607"
"Zambia",2021,"Kakushi","7.94352941176469"
"Zambia",2021,"Kakushi","7.44156862745097"
"Zambia",2021,"Kakushi","6.68862745098038"
"Zambia",2021,"Kakushi","7.00235294117646"
"Zambia",2021,"Kakushi","7.24078431372548"
"Zambia",2021,"Kakushi","5.42117647058823"
"Zambia",2021,"Kakushi","6.23686274509803"
"Zambia",2021,"Kakushi","5.60941176470587"
"Zambia",2021,"Kakushi","4.80627450980391"
"Zambia",2021,"Kakushi","4.96941176470587"
"Zambia",2021,"Kakushi","7.62980392156861"
"Zambia",2021,"Kakushi","5.54666666666666"
"Zambia",2021,"Kakushi","6.08627450980391"
"Zambia",2021,"Kakushi","6.56313725490195"
"Zambia",2021,"Kakushi","6.76392156862744"
"Zambia",2021,"Kakushi","7.94352941176469"
"Zambia",2021,"Kakushi","6.98980392156862"
"Zambia",2021,"Kakushi","7.64235294117646"
"Zambia",2021,"Kakushi","8.23215686274508"
"Zambia",2021,"Kakushi","6.82666666666665"
"Zambia",2021,"Kakushi","7.37882352941175"
"Zambia",2021,"Kakushi","7.00235294117646"
"Zambia",2021,"Kakushi","5.75999999999999"
"Zambia",2021,"Kakushi","5.53411764705881"
"Zambia",2021,"Kakushi","6.91450980392156"
"Zambia",2021,"Kakushi","4.17882352941176"
"Zambia",2021,"Kakushi","6.51294117647058"
"Zambia",2021,"Kakushi","8.1192156862745"
"Zambia",2021,"Kakushi","3.22509803921568"
"Zambia",2021,"Kakushi","5.29568627450979"
"Zambia",2021,"Kakushi","4.84392156862744"
"Zambia",2021,"Kakushi","6.31215686274509"
"Zambia",2021,"Kakushi","6.47529411764705"
"Zambia",2021,"Kakushi","4.85647058823529"
"Zambia",2021,"Kakushi","8.48313725490195"
"Zambia",2021,"Kakushi","8.48313725490195"
"Zambia",2021,"Kakushi","7.12784313725489"
"Zambia",2021,"Kakushi","7.16549019607842"
"Zambia",2021,"Kakushi","4.71843137254901"
"Zambia",2021,"Kakushi","6.73882352941175"
"Zambia",2021,"Kakushi","5.19529411764705"
"Zambia",2021,"Kakushi","5.03215686274509"
"Zambia",2021,"Kakushi","8.26980392156861"
"Zambia",2021,"Kakushi","6.34980392156862"
"Zambia",2021,"Kakushi","6.07372549019607"
"Zambia",2021,"Kakushi","6.1113725490196"
"Zambia",2021,"Kakushi","4.56784313725489"
"Zambia",2021,"Kakushi","4.1035294117647"
"Zambia",2021,"Kakushi","5.32078431372548"
"Zambia",2021,"Kakushi","2.02039215686274"
"Zambia",2021,"Kakushi","5.11999999999999"
"Zambia",2021,"Kakushi","6.61333333333332"
"Zambia",2021,"Kakushi","6.76392156862744"
"Zambia",2021,"Kakushi","5.34588235294117"
"Zambia",2021,"Kakushi","5.4713725490196"
"Zambia",2021,"Kakushi","4.20392156862744"
"Zambia",2021,"Kakushi","6.1992156862745"
"Zambia",2021,"Kakushi","6.23686274509803"
"Zambia",2021,"Kakushi","7.46666666666665"
"Zambia",2021,"Kakushi","5.50901960784313"
"Zambia",2021,"Kakushi","6.86431372549018"
"Zambia",2021,"Kakushi","5.10745098039215"
"Zambia",2021,"Kakushi","6.1992156862745"
"Zambia",2021,"Kakushi","6.95215686274509"
"Zambia",2021,"Kakushi","8.01882352941175"
"Zambia",2021,"Kakushi","6.38745098039215"
"Zambia",2021,"Kakushi","4.26666666666666"
"Zambia",2021,"Kakushi","4.69333333333333"
"Zambia",2021,"Kakushi","4.93176470588234"
"Zambia",2021,"Kakushi","5.50901960784313"
"Zambia",2021,"Magoye","6.50039215686273"
"Zambia",2021,"Magoye","9.7505882352941"
"Zambia",2021,"Magoye","8.50823529411763"
"Zambia",2021,"Magoye","5.57176470588234"
"Zambia",2021,"Magoye","7.07764705882352"
"Zambia",2021,"Magoye","6.22431372549018"
"Zambia",2021,"Magoye","7.85568627450979"
"Zambia",2021,"Magoye","6.42509803921568"
"Zambia",2021,"Magoye","3.53882352941176"
"Zambia",2021,"Magoye","9.04784313725489"
"Zambia",2021,"Magoye","6.42509803921568"
"Zambia",2021,"Magoye","7.75529411764705"
"Zambia",2021,"Magoye","6.13647058823528"
"Zambia",2021,"Magoye","6.33725490196077"
"Zambia",2021,"Magoye","6.56313725490195"
"Zambia",2021,"Magoye","6.71372549019607"
"Zambia",2021,"Magoye","6.91450980392156"
"Zambia",2021,"Magoye","7.34117647058822"
"Zambia",2021,"Magoye","5.68470588235293"
"Zambia",2021,"Magoye","6.12392156862744"
"Zambia",2021,"Magoye","7.86823529411763"
"Zambia",2021,"Magoye","6.16156862745097"
"Zambia",2021,"Magoye","8.92235294117646"
"Zambia",2021,"Magoye","7.99372549019606"
"Zambia",2021,"Magoye","6.76392156862744"
"Zambia",2021,"Magoye","8.14431372549018"
"Zambia",2021,"Magoye",NA
"Zambia",2021,"Magoye","6.86431372549018"
"Zambia",2021,"Magoye","3.22509803921568"
"Zambia",2021,"Magoye","9.80078431372547"
"Zambia",2021,"Magoye","7.03999999999999"
"Zambia",2021,"Magoye","9.0227450980392"
"Zambia",2021,"Magoye","4.34196078431372"
"Zambia",2021,"Magoye","8.2070588235294"
"Zambia",2021,"Magoye","9.13568627450979"
"Zambia",2021,"Magoye","7.34117647058822"
"Zambia",2021,"Magoye","7.64235294117646"
"Zambia",2021,"Magoye","7.96862745098038"
"Zambia",2021,"Magoye","7.00235294117646"
"Zambia",2021,"Magoye","5.10745098039215"
"Zambia",2021,"Magoye","7.54196078431371"
"Zambia",2021,"Magoye","6.47529411764705"
"Zambia",2021,"Magoye","8.21960784313724"
"Zambia",2021,"Magoye","6.55058823529411"
"Zambia",2021,"Magoye","6.97725490196077"
"Zambia",2021,"Magoye","8.00627450980391"
"Zambia",2021,"Magoye","6.06117647058822"
"Zambia",2021,"Magoye","5.42117647058823"
"Zambia",2021,"Magoye","7.42901960784312"
"Zambia",2021,"Magoye","8.09411764705881"
"Zambia",2021,"Magoye","7.35372549019607"
"Zambia",2021,"Magoye","5.45882352941176"
"Zambia",2021,"Magoye","8.62117647058822"
"Zambia",2021,"Magoye","7.20313725490195"
"Zambia",2021,"Magoye","8.69647058823528"
"Zambia",2021,"Magoye","4.37960784313725"
"Zambia",2021,"Magoye","7.64235294117646"
"Zambia",2021,"Magoye","7.39137254901959"
"Zambia",2021,"Magoye","7.44156862745097"
"Zambia",2021,"Magoye","5.98588235294117"
"Zambia",2021,"Magoye","6.45019607843136"
"Zambia",2021,"Magoye","8.33254901960783"
"Zambia",2021,"Magoye","6.17411764705881"
"Zambia",2021,"Magoye","10.5286274509804"
"Zambia",2021,"Magoye","2.38431372549019"
